"stateAbbreviation","state","Reciprocity","ReciprocityDetails","proofOtherOrAllStateLicense","stateResidencyProof","passportSizePhoto","driversLicensePhotoCopy","nameChangeProof","socialSecurityCopy","Hours","HoursOnly","MBLEX_or_NCBTMB","goodHealthClearance","BoardBackgroundCheckFee","stateApplyingBackgroundCheck","DOJ_backgroundCheck","applicationCost","licensingCost","licenseRenewalFee","CPR_certification","licensingETA","healthReferences","CEU","timeLicenseValidYears","liabilityInsurance","schoolTranscripts","MBLEX_transcript","LMT_jobsListed","LMT_avgHourly","LMT_avgAnnualSalary","Zillow_2BR_10cityAverageHomeValue","median2018IncomeByState","total_state_population","percent_black","percent_white","percent_two_or_more","percent_Native_American","percent_Asian","percent_Pacific_Islander","percent_Latino","cashier_jobsListed","cashier_avgHourly","cashier_avgAnnualSalary","remote_jobsListed","remote_avgHourly","remote_avgAnnualSalary","personalTrainer_jobsListed","personalTrainer_avgHourly","personalTrainer_avgAnnualSalary","houseCleaner_jobsListed","houseCleaner_avgHourly","houseCleaner_avgAnnualSalary","warehouse_jobsListed","warehouse_avgHourly","warehouse_avgAnnualSalary","security_jobsListed","security_avgHourly","security_avgAnnualSalary","nanny_jobsListed","nanny_avgHourly","nanny_avgAnnualSalary","clerical_jobsListed","clerical_avgHourly","clerical_avgAnnualSalary","tutor_jobsListed","tutor_avgHourly","tutor_avgAnnualSalary","dataScientist_jobsListed","dataScientist_avgHourly","dataScientist_avgAnnualSalary","nurses_jobsListed","nurses_avgHourly","nurses_avgAnnualSalary","personalAssistant_jobsListed","personalAssistant_avgHourly","personalAssistant_avgAnnualSalary","chiropractor_jobsListed","chiropractor_avgHourly","chiropractor_avgAnnualSalary","physicalTherapist_jobsListed","physicalTherapist_avgHourly","physicalTherapist_avgAnnualSalary","esthetician_jobsListed","esthetician_avgHourly","esthetician_avgAnnualSalary","medicalSpaEsthetician_jobsListed","medicalSpaEsthetician_avgHourly","medicalSpaEsthetician_avgAnnualSalary","medicalDoctor_jobsListed","medicalDoctor_avgHourly","medicalDoctor_avgAnnualSalary","yogaInstructor_jobsListed","yogaInstructor_avgHourly","yogaInstructor_avgAnnualSalary","pilatesInstructor_jobsListed","pilatesInstructor_avgHourly","pilatesInstructor_avgAnnualSalary","businessListings_chiropractor","businessListings_wellness_clinic","businessListings_massage_spa","businessListings_yoga","businessListings_gym","businessListings_coffee","businessListings_health_food","businessListings_hair_salon","businessListings_tanning","Rent2BR2BA_Listings_10cities","Rent2BR2BA_MinPrice__10cities","Rent2BR2BA_MaxPrice__10cities","Rent2BR2BA_AvgPrice__10cities","businessListings_jail_or_prison","businessListings_collision","businessListings_university_or_college","cosmetologist__jobsListed","cosmetologist__avgHourly","cosmetologist__avgAnnualSalary","businessListings_convalescent","autoRepairTechnician_jobsListed","autoRepairTechnician_avgHourly","autoRepairTechnician_avgAnnualSalary"
"HI","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"570; 50 anatomy/physiology/kinesiology, 100 massage theory and procedures, 420 as an apprentice or in a school with 310 intern hours and a split of sanitation, record keeping, office procedures, and advanced techniques",570,NA,NA,"yes","yes","yes","50",NA,NA,1,NA,NA,NA,NA,NA,"yes",NA,279,31,46823.5,574836.5625,80212,"1420491","2.0","24.3","24.3","0.2","37.6","10.2","10.7",571,12.3825831702544,25755.7729941292,757,61.510072655218,127940.951122853,125,NA,NA,83,14,29120,754,22.679476127321,47173.3103448277,716,13.902094972067,28916.3575418994,"332",12.7439759036145,26507.4698795182,716,19.4175977653631,40388.6033519553,642,21.1214953271028,43932.7102803738,557,50.6038461538462,105256,800,37.78200625,77794.76625,539,16.3782771535581,150374,596,56.25,117000,644,46,95680,280,105.5,219440,772,23.0168393782383,47875.0259067357,724,64.1540055248619,198434.871546961,163,61.1196319018405,127128.834355828,120,62.5,130000,1369,342,1454,1321,1315,1420,1380,1501,203,89,2567.48780487805,4465,2606.34146341463,285,347,1270,132,10.5,42500,1365,196,70000,22.4234693877551
"IA","Iowa",NA,NA,"yes",NA,NA,NA,NA,NA,"600;",600,"yes",NA,"yes","yes","yes","120",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",336,32.2186147186147,43416.6666666667,129324.619047619,55955,"3156145","3.6","90.2","2.2","0.4","2.5","0.1","6.1",726,11.1759848484848,23246.0484848484,753,57.6817729083665,119978.087649402,300,25.6034482758621,53255.1724137932,358,13.1968838526912,27449.5184135977,761,17.4696386333771,36336.8483574244,698,15.7937535816619,32851.0074498568,"460",15.9510869565217,33178.2608695651,731,15.5951436388509,32437.8987688099,588,19.7074829931973,40991.5646258504,394,NA,NA,828,37.7238224637681,80296.3490338164,268,18.105421686747,57611.1083743842,83,53.3,110864,563,35.035,72872.8,110,15.7205882352941,32698.8235294117,352,22.8595032051282,47547.7666666666,769,48.2041612483745,172339.035760728,142,56.362676056338,117234.366197183,80,59.2,123136,1352,301,1228,967,981,980,956,1479,514,204,1129.13917525773,1410.75539568345,1226.03350515464,247,346,685,181,16.9589552238806,49627.6595744681,1443,267,66269.0355329949,21.7748091603053
"ID","Idaho","Yes","  by endorsement, $Yes","yes",NA,NA,NA,NA,NA,"500; 200 massage practice of assessment and application, 125 anatomy/physiology/kinesiology, 40 pathology, 20 business/ethics, 110 clinical applications",500,"yes, if new applicant and not being endorsed out of state",NA,"yes","yes","yes","115",NA,NA,NA,"12 weeks",NA,"6 anually, 1 in ethics","1, expires anually on applicant's birthday",NA,"yes","yes",257,33.1547619047619,30000,238004.333333333,55583,"1754208","0.7","89.9","3.0","1.3","1.5","0.2","12.7",640,11.534609375,23991.9875,746,57.860254691689,120349.329758713,170,18.508064516129,38496.7741935483,382,13.817679558011,28740.7734806629,764,15.1475392670157,31506.8816753927,604,21.5483774834437,44820.6251655629,"368",15.0529891304348,31310.2173913044,714,14.9524229691877,31101.0397759104,539,20.747680890538,43155.176252319,301,NA,NA,789,36.531051964512,82883.8655913978,369,15.3873626373626,35000,181,46.566265060241,96857.8313253013,558,46.8644986449865,97478.1571815719,218,36.75,76440,331,18.349537037037,38167.037037037,727,77.9586313617607,204220.632737276,180,52.2416666666667,108662.666666667,135,53.5555555555556,111395.555555556,1132,334,1153,683,779,980,807,1392,375,87,1281.46835443038,1527.69841269841,1380.37341772152,220,293,380,254,25.9037656903766,57500,1403,278,54776.4227642276,22.3884892086331
"IL","Illinois","Yes"," by endorsement ","yes",NA,NA,NA,NA,NA,"600;",600,"yes",NA,"yes","yes","yes",NA,"175",NA,NA,NA,NA,NA,NA,NA,"yes","yes",542,31.7476937269373,54986.1966873706,202689.329896907,65030,"12741080","14.1","71.7","2.7","0.3","5.6","0.0","17.3",716,12.6110335195531,26230.9497206704,755,49.1794701986755,102293.298013245,488,39.8646288209607,82918.4279475982,490,16.4438172043011,34203.1397849463,795,18.0029559748428,37446.148427673,741,16.7797435897436,34901.8666666667,"536",19.5331156716418,40628.8805970149,737,18.9990909090909,39518.1090909091,705,30.4829787234043,63404.5957446809,524,47.0383321005917,97839.7307692308,823,42.3782806804374,72482.4216281895,545,19.6082568807339,56475.7281553398,440,49.8426666666667,103672.746666667,680,53.5494623655914,111382.88172043,435,26.7295731707317,55597.5121951219,540,19.6710526315789,40915.7894736841,764,68.0984947643979,127051.701570681,421,39.062945368171,81250.9263657957,393,33.5656424581006,69816.5363128492,1458,997,1443,1085,1257,1266,1161,1516,893,264,2038.70038910506,3166.54545454545,2510.89688715953,402,1127,1133,527,28.668880455408,46626.9841269841,1512,514,71357.5758928571,22.5352822580645
"IN","Indiana",NA,NA,"yes",NA,"yes","yes","yes",NA,"625; 500 before 7/1/2019",625,"yes; and state exam",NA,"yes","yes","yes","100",NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",472,36.5329229122056,60448.0150462963,125366.6875,55746,"6691878","9.5","82.8","2.7","0.2","2.3","0.1","7.1",735,11.4076530612245,23727.918367347,756,73.120205026455,152090.026455026,368,24.7686781609195,51518.8505747126,404,15.2005076142132,31617.0558375635,798,15.5415288220551,32326.3799498746,735,14.8239795918367,30833.8775510203,"433",15.6916859122402,32638.7066974596,712,14.9267907303371,31047.7247191012,647,27.9404945904173,58116.228748068,484,51.7846153846154,107712,803,38.3189788293898,84477.9476987448,429,15.7674825174825,58899.2940379404,357,58.8089339339339,122322.582582583,733,42.1843853820598,87743.5215946844,413,32.4309045226131,67456.2814070352,420,17.2186746987952,35814.843373494,766,58.0902415143603,140868.408616188,352,52.5071022727273,109214.772727273,312,59.1835016835017,123101.683501684,1257,657,1289,999,1158,1192,1141,1514,662,314,1121.91118421053,1560.22868217054,1298.09375,329,925,1128,478,26.4056712962963,57391.3624161074,1503,475,73459.4594594595,20.381914893617
"KS","Kansas",NA,NA,"yes",NA,NA,"yes","yes",NA,"500;",500,"yes; state written exam required and MBLEX",NA,"yes","yes","yes",NA,"75","75",NA,NA,NA,"no","2",NA,"yes","yes",450,32.5372208436725,45388.4157303371,152226.633802817,58218,"2911510","5.9","84.0","3.7","0.9","2.8","0.1","12.0",715,11.6414335664336,24214.1818181819,760,70.0962171052632,145800.131578947,436,31.194380733945,64884.3119266056,518,14.4946393762183,30148.8499025341,786,16.3255152671756,33957.0717557253,694,15.058242074928,31321.1435158502,"456",16.9243421052632,35202.6315789475,726,17.6709504132231,36755.576859504,646,21.1892027863777,44073.5417956656,453,NA,NA,831,27.3813237063779,73468.4434416366,423,18.4326674641148,46714.1911764706,184,54.271186440678,112884.06779661,673,40.6470588235294,84545.8823529411,454,22.5570175438597,46918.5964912282,375,22.2448275862069,46269.2413793103,765,65.2841307189542,169178.856862745,409,58.5819070904645,121850.366748166,260,62.5,130000,1248,558,1207,977,1039,1044,1069,1427,808,471,1125.72885032538,1485.9335106383,1263.57592190889,360,747,1045,549,20.9617486338798,49064.5792563601,1395,389,79037.9213483146,19.0945945945946
"KY","Kentucky",NA,NA,"yes",NA,"yes",NA,NA,NA,"600; 125 anatomy/physiology, 200 massage/bodywork theory & technique, 200 business of massage therapy, 40 pathology, 35 at school discretion /electives",600,"yes",NA,"yes","yes","yes","125",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",489,36.6462167689162,45319.7933884298,193124.316666667,50247,"4468402","7.9","86.7","2.4","0.2","1.5","0.1","3.6",709,10.6951692524683,22245.9520451341,751,67.7784620505992,140979.201065246,304,36.0821167883212,75050.8029197081,444,13.2016706443914,27459.4749403341,779,16.1670154043646,33627.3920410784,742,17.2250673854447,35828.140161725,"521",15.0849328214971,31376.660268714,714,14.4329271708683,30020.4885154061,640,22.062109375,45889.1875,312,32.7093117408907,68035.3684210526,824,35.811802184466,70886.8190839695,514,15.1993927125506,67783.9509594883,346,30.2093609022556,62835.4706766916,681,47.3538913362702,98496.093979442,297,44.9140625,93421.25,320,20.9730909090909,43624.0290909091,749,66.707256341789,178085.447263017,151,36.2086092715232,75313.9072847683,240,34.7222222222222,72222.2222222222,1075,276,1101,943,1012,915,940,1423,567,255,1109.2995951417,1606.73658536585,1298.76518218623,230,565,1043,431,21.485401459854,37512,1455,530,50908.0717488789,22.0632075471698
"LA","Louisiana","Yes"," by endorsements","yes",NA,"yes",NA,NA,NA,"500; 325 massage/bodywork theory and application, 125 anatomy/physiology, 50 electives/school expectations on ethics/business/CPR/discretionary course work",500,"yes",NA,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",188,42.0476190476191,42083.3333333333,141609.861538462,47905,"4659978","32.4","61.7","2.3","0.6","1.6","0.0","5.1",685,11.3684306569343,23646.3357664233,755,60.8180463576159,126501.536423841,200,15.6315789473684,32513.6842105263,160,11.8285714285714,24603.4285714285,745,14.7020134228188,30580.1879194631,726,12.7068250688705,26430.1961432506,"345",17.1260294117647,35622.1411764706,707,13.2383309759547,27535.7284299858,566,24.2270318021201,50392.2261484098,220,NA,NA,820,39.2413109756098,106042.262084592,294,13.4590163934426,86078.5,108,62.5,130000,630,53.8375796178344,111982.165605096,321,17.2259963768116,35830.0724637681,335,18.2761904761905,38014.4761904762,706,65.1218130311615,214658.838526912,103,49.4417475728155,102838.834951456,50,57.5,119600,1149,346,1254,989,1096,950,1010,1516,528,398,1096.15938303342,1445.25524475524,1217.21850899743,394,705,922,360,16.2332155477032,82500,1526,311,37500,22.445
"MA","Massachusetts",NA,NA,"yes",NA,"yes",NA,NA,NA,"550; 100 anatomy, 45 kinesiology, 45 pathology, 300 massage theory/practice, 60 ethics/professionalism, 100 intern/hands on training",550,NA,NA,"yes","yes","yes","225",NA,NA,NA,"6 weeks","1",NA,NA,"yes","yes",NA,748,39.4281417112299,49118.5073964497,537437.753424658,79835,"6902149","7.8","77.3","3.4","0.2","6.8","0.0","12.3",769,14.4236020806242,30001.0923276983,754,65.3129973474801,135851.034482759,701,32.4636233951498,67524.3366619116,694,24.6995677233429,51375.1008645532,805,18.7659937888199,39033.2670807454,775,22.1443548387097,46060.2580645162,"688",24.1627906976744,50258.6046511628,773,20.9993531694696,43678.6545924968,745,37.6877516778523,78390.5234899328,662,99.7596153846154,207500,829,52.1742581423402,92697.466827503,736,21.71875,52096.422907489,485,59.6958762886598,124167.422680412,766,68.5639686684073,142613.054830287,652,28.5990566037736,59486.0377358491,260,20.8469387755102,43361.6326530612,790,54.8075949367089,132541.378481013,497,57.2042253521127,118984.788732394,491,60.3980891719745,125628.025477707,1542,1113,1520,1476,1500,1500,1521,1522,1598,247,3186.29166666667,5076.65934065934,3908.9375,863,1421,1302,667,28.12578125,50999.2503748126,1507,767,75836.2817204301,25.4537157757497
"MD","Maryland",NA,NA,"yes","yes","yes","yes","yes","yes","600;",600,"yes",NA,"yes","yes","yes","300",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",743,48.6090174966353,55778.5770519263,207428.659574468,83242,"6042718","30.0","54.7","3.7","0.2","6.3","0.1","10.4",710,13.0352112676056,27113.2394366196,742,53.7732479784367,111848.355795148,707,35.3847241867044,73600.2263083452,698,15.6575931232092,32567.7936962751,792,17.8674242424242,37164.2424242423,781,19.163252240717,39859.5646606914,"702",24.1987179487179,50333.3333333332,756,20.8255357142857,43317.1142857143,734,37.7609673024523,78542.8119891008,799,57.8820674280351,120394.700250313,843,43.123024911032,95984.3979833926,729,18.9801234567901,70001.7345679012,665,64.6015037593985,134371.127819549,746,54.0142215568862,112349.580838323,697,37.845050215208,78717.7044476326,553,17.3732193732194,36136.2962962964,793,52.9785624211854,122012.863177806,610,55.8348360655738,116136.459016394,546,56.6872623574144,117909.505703422,1462,1381,1474,1436,1458,1439,1470,1509,1753,371,1801.09668508287,2647.86585365854,2178.40883977901,841,1489,1343,762,28.1924212598425,56432.7939632546,1503,718,81532.1002785515,27.3934540389972
"ME","Maine",NA,NA,"yes",NA,NA,NA,NA,NA,"500; 120 anatomy/physiology/pathology, 100 clinical, and others in massage theory/practice, business, ethics, contraindications, etc.",500,"yes",NA,"yes","yes","yes","61",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",90,26.2352941176471,38500,301941.266666667,55602,"1338404","1.4","94.3","2.2","0.6","1.2","0.0","1.7",695,13.6741007194245,28442.129496403,751,63.4129494007989,131898.934753662,160,21.0625,43810,538,15.5165692007797,32274.4639376218,775,18.0107677419355,37462.3969032258,708,17.7722457627119,36966.2711864408,"444",14.4774774774775,30113.1531531532,704,18.6477272727273,38787.2727272728,619,20.6252019386107,42900.4200323103,221,72.8125,151450,810,37.0307098765432,47143.4611801242,245,17.620625,NA,96,62.5,130000,671,37.9225352112676,78878.8732394366,205,17,35360,705,18.711618705036,38920.1669064749,745,59.1570469798658,239809.990604027,93,49.6559139784946,103284.301075269,70,62.5,130000,986,251,1206,712,950,1009,1046,1468,562,24,1946.14285714286,2322.77777777778,2023.66666666667,175,368,473,278,16.4028776978417,34117.9856115107,1506,326,82008.3682008368,21.3420245398773
"MI","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,"500; 200 massage practice/theory, 125 body systems/anatomy/kinesiology, 40 pathology, 6 ethics, 4 business, 40 intern",500,"yes",NA,"yes","yes","yes","95",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",715,35.0195804195804,52666.9174242424,107764.583333333,56697,"9995915","13.8","78.3","2.9","0.5","3.3","0.0","5.2",792,12.6644570707071,26342.0707070708,749,56.2690253671562,117039.572763685,559,21.0243682310469,43730.6859205776,611,18.7892798690671,39081.7021276596,806,22.3961662531017,46584.0258064515,790,14.4460189873418,30047.7194936709,"623",17.3643659711075,36117.8812199036,751,15.9533288948069,33182.9241011984,686,22.7881195335277,47399.2886297376,576,49.5032716246409,102966.804979253,812,45.0605480295566,72247.6662561576,632,17.1518987341772,53317.6985743381,279,49.4671532846715,102891.678832117,670,32.0863805970149,66739.671641791,572,33.4903846153846,69660,421,16.3192019950125,33943.940149626,779,42.908055198973,157910.857509628,384,59.4375,123630,284,60.5839416058394,126014.598540146,1601,1063,1515,1426,1499,1458,1433,1513,1130,263,1515.89723320158,1966.04347826087,1723.46837944664,444,1396,1377,559,23.8497316636852,49052.1572580645,1502,671,71634.4112769486,21.3744411326379
"MN","Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,39.1390728476821,54579.0322580645,252568.040816327,70315,"5611179","6.6","82.5","3.1","1.1","4.9","0.0","5.5",748,13.2854278074866,27633.6898395721,746,80.595509383378,167638.659517426,528,39.9736842105263,83145.2631578947,610,16.3455833333333,33998.8133333333,798,20.900626566416,43473.3032581453,767,22.8847913950456,47600.3661016948,"647",19.6120556414219,40793.0757341576,752,18.9,39312,744,33.4879032258064,69654.8387096773,609,NA,NA,823,33.1504556500607,92830.1391251519,554,34.7166757741348,52873.9100185529,595,56.373730964467,117257.360406091,668,40.9878205128205,85254.6666666666,605,19.1486220472441,39829.1338582677,568,20.5149186256781,42671.0307414104,785,57.0218152866242,162207.997452229,502,55.843625498008,116154.741035857,484,60.2734864300626,125368.85177453,1542,1262,1415,1257,1302,1343,1328,1531,1165,242,1888.88983050847,2911.28708133971,2329.86440677966,461,1364,1257,637,22.551724137931,55528.8461538462,1525,594,77142.8571428571,37.8341750841751
"MO","Missouri",NA,NA,"yes",NA,"yes","yes",NA,NA,"500; 300 hours are to be devoted to the theory and practice of massage therapy. At least 100 hours are to be in anatomy and physiology. The curriculum must also include 50 hours in the combined areas of business practice, hygiene, ethics, and Missouri massage law. Another 50 hours are to cover ancillary therapies; CPR training is included in this content strand.",500,"yes",NA,"yes","yes","yes","125",NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",568,29.4722222222222,41505.9029850746,143279.218181818,54478,"6126452","11.5","82.2","2.8","0.5","2.0","0.1","4.1",730,12.0578148148148,25080.2548148148,744,62.5482190860215,130100.295698925,495,45.0408163265306,93684.8979591837,614,15.5427524429967,32328.9250814331,782,16.6007992327366,34529.6624040921,745,15.4952416107383,32230.1025503357,"573",16.8368237347295,35020.5933682374,739,17.0645399188092,35494.2430311231,679,23.2207879234168,48299.2388807069,544,29.6516777864992,61675.4897959184,816,31.8730269607843,87363.0773405699,564,19.0589539007092,48208.7360557769,407,44.3029490616622,92150.1340482574,707,43.4466145833333,90368.9583333333,600,24.5880530973451,51143.1504424778,404,25.5522540983607,53148.6885245903,779,25.4682284980745,133974.113607189,346,56.150289017341,116792.601156069,235,61.3888888888889,127688.888888889,1417,698,1390,1218,1276,1271,1280,1503,1064,356,1275.43390804598,1909.93115942029,1503.66091954023,424,870,1312,506,25.3754940711462,40541.958041958,1504,547,77500,22.5762081784387
"MS","Mississippi","Yes"," by endorsement","yes",NA,"yes",NA,NA,NA,"700; 600 academic, 100 clinic, The instructional hours are to be distributed as follows: Study of the human body is to comprise at least 200 hours. There must be at least 20 hours devoted to each of the following: anatomy, physiology, neurology, myology/ kinesiology, and pathology; pathology coursework is to include medical terminology. The other 100 hours of body systems study may be distributed among the required content areas in any manner. Massage therapy theory and practicum are together to comprise at least 200 hours. At least 100 of these hours are to consist of demonstration and supervised practice; demonstration and practice is to include client evaluation, draping, and range-of-motion as well as specific massage techniques identified by the Board, for example, kneading, stroking, percussion, vibration, and use of hand-held tools. At least 20 combined hours are to cover massage therapy history, indications, contraindications and benefits. Also included in this content area are 10 hours of study in legality and ethics; this is to include Mississippi massage therapy law. Allied modalities are to comprise at least 200 hours. The following content must be included: Eastern, Western, and European methods: 7 hours
Hydrotherapy and infrared heat: 25 hours
Healthcare referral: 20 hours
Charting and documentation: 10 hours
Cardiopulmonary resuscitation and first aid: 8 hours
The remaining hours may consist of additional coursework in the five content areas above or other massage therapy and wellness topics, for example, special populations, trigger points, safety, and communication.",700,"yes",NA,"yes","yes","yes","50","200",NA,1,NA,NA,NA,NA,NA,"yes","yes",145,24.6153846153846,48750,81255.4230769231,51049,"2986530","38.0","58.1","1.5","0.4","0.9","0.0","2.9",633,10.2379541864139,21294.9447077409,751,63.9041278295606,132920.585885486,240,18.2439024390244,37947.3170731708,211,9.57591623036649,19917.9057591623,735,13.5832993197279,28253.262585034,654,12.6542431192661,26320.8256880735,"241",14.448132780083,30052.1161825726,621,12.6068481848185,26222.2442244225,592,19.2478885135135,40035.6081081081,296,NA,NA,802,45.8012094763092,81553.8615863142,264,11.767094017094,50000,94,30.234375,62887.5,609,NA,NA,290,17.4732142857143,36344.2857142857,320,22.3896396396396,46570.4504504504,669,75.8010089686099,203773.819133034,96,38.0054945054945,79051.4285714286,45,34.1666666666667,71066.6666666667,835,361,892,759,872,780,856,1403,301,159,928.811688311688,1129.92452830189,990.461038961039,331,455,792,318,16.8745874587459,45000,1436,204,84801.4184397163,21.9803921568627
"MT","Montana",NA,NA,"yes",NA,NA,NA,NA,NA,"500; 125 hours of instruction in body systems (anatomy, physiology, kinesiology); 200 hours of instruction in massage and bodywork theory, application, and assessment; 40 hours in pathology; ten hours in ethics and business (with no fewer than six hours in ethics).",500,"yes",NA,"yes","yes","yes","140",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",25,30.3,NA,240545.869565217,55328,"1062305","0.5","88.6","3.1","6.4","0.8","0.1","3.9",518,11.4386679920477,23792.4294234592,746,60.2138069705094,125244.71849866,95,14,29120,67,13.7686567164179,28638.8059701492,631,17.4092709984152,36211.2836767036,537,16.1654459203036,33624.1275142315,"145",17.0862068965517,35539.3103448275,574,15.9382229965157,33151.5038327527,494,20.5769230769231,42800.0000000001,132,NA,NA,808,51.0280693069307,103171.807549505,175,15.3751515151515,41256.375,59,38.6904761904762,80476.1904761905,284,45.6389240506329,94928.9620253164,26,NA,NA,523,20.587693050193,42822.4015444014,709,55.3074753173484,141365.832157969,60,41.25,85800,25,62.5,130000,662,253,845,253,369,569,341,1057,124,32,1344.92592592593,1852.53333333333,1458.53703703704,86,278,247,38,NA,NA,951,114,75000,20.6467889908257
"NC","North Carolina",NA,NA,"yes",NA,NA,NA,NA,NA,"500; The program must be at least 24 weeks in length. The curriculum must contain the following content at a minimum:
200 hours in fundamental theory and practice of massage and bodywork therapy. At least 100 hours of this must be in the application of hands-on methods. Also included in this 200-hour requirement is client assessment skills, indications and contraindications of treatment, body mechanics, draping procedures, infection control, and history of massage and bodywork. 100 hours of anatomy and physiology related to the practice of massage therapy, including instruction of common pathologies
15 hours of professional ethics and North Carolina laws and rules for the practice of massage and bodywork therapy
15 hours of business management practices
20 hours of psychological concepts including therapeutic relationships, and professional communication skills
150 hours in other related courses such as adjunct modalities, specific applications, additional hands-on techniques, or in-depth study of anatomy and physiology.
An official massage therapy school transcript must be submitted direct",500,"yes",NA,"yes","yes","yes","20","150","100",NA,NA,NA,"24/2 years. This includes a minimum of 3 hours of ethics. A maximum of 6 hours of distance learning and 8 hours of business management can be taken. ","2 years; every Dec 31st",NA,"yes","yes",714,43.6004901960784,60989.4425675676,166565.931034483,53855,"10383620","21.4","68.4","2.9","1.2","3.0","0.1","9.6",744,11.2713373655914,23444.3817204301,753,63.1520584329349,131356.281540505,479,26.9638403990025,56084.7880299252,640,13.6859375,28466.75,757,18.3422523117569,38151.8848084544,731,18.2944322845417,38052.4191518467,"697",16.9626972740316,35282.4103299857,756,16.3118981481481,33928.748148148,750,27.2873333333333,56757.6533333333,604,52.4381583355668,109071.369337979,786,40.91762086514,80952.6749363868,517,17.9739845261122,41124.4604316547,424,48.1002415458937,100048.502415459,690,55,114400,578,29.2335640138408,60805.8131487889,403,16.0104381443299,33301.7113402062,774,55.0647609819122,134696.490956072,368,56.9225543478261,118398.913043478,311,57.7622377622378,120145.454545455,1449,486,1509,1282,1439,1394,1462,1526,744,767,1230.06860158311,1823.53823088456,1475.51055408971,343,824,1187,623,22.1180327868852,58059.8704918033,1506,655,52240.0738045738,23.7984732824427
"ND","North Dakota","Yes"," by endorsement","yes",NA,"yes","yes","yes",NA,"750; 505 supervised, 245 unsupervised; the 505 supervised: anatomy/physiology/kinesiology 150, pathology 40, clinic 175, massage theory 130, CPR/first aid 10, the 245 unsupervised: business 50, clinical 75, other massage modality courses 120",750,"Yes; and a state jurisprudence exam",NA,"yes","yes","yes","150",NA,"200",1,NA,NA,"24/2 years, with 10 online at most and the 14 remaining in class","2",NA,"yes","yes",25,24,NA,160193.5,63837,"760077","3.4","85.7","2.3","5.4","1.8","0.0","3.6",501,11.4096232179226,23732.016293279,765,54.6161764705882,113601.647058823,85,19.7777777777778,41137.7777777778,329,13.7058823529412,28508.2352941177,666,19.9024024024024,41396.996996997,508,17.6425196850394,36696.4409448819,"90",12.1388888888889,25248.8888888889,458,14.557734375,30280.0875,497,20.3249496981891,42275.8953722333,163,NA,NA,774,45.8982558139535,98407.8656330749,60,16.62,NA,NA,NA,NA,358,44.3584677419355,92265.6129032258,65,NA,NA,637,22.3131868131868,46411.4285714285,624,75.4086538461538,187994.250801282,77,45.2922077922078,94207.7922077922,NA,NA,NA,832,259,691,369,315,369,321,1014,136,178,1017.63905325444,1198.01851851852,1091.84911242604,110,275,259,73,10.25,46412.7368421053,981,148,68500,21.375
"NE","Nebraska","Yes"," by endorsement","yes",NA,NA,"yes","yes","yes","1000; The massage therapy student will need 100 hours in each of the following areas:
Anatomy
Physiology
Hygiene and Practical demonstration
Hydrotherapy
Pathology
Massage
Health service management",1000,"yes",NA,"yes","yes","yes","110",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",127,53.8188976377953,47500,192748.952380952,59566,"1929268","4.7","86.4","3.1","1.0","2.4","0.1","11.1",538,12.1045539033457,25177.4721189591,738,61.9317411924119,128818.021680217,213,15.7266839378238,32711.5025906735,176,13.2865497076023,27636.0233918128,763,17.7440760157274,36907.678112713,518,14.0065506958251,29133.6254473162,"238",13.5922746781116,28271.9313304721,604,14.5293708609272,30221.0913907286,504,20.1617063492063,41936.3492063491,216,NA,NA,824,40.1611225728155,84353.2694174757,171,14.9013554216867,44431.4166666667,64,62.5,130000,329,40,83200,63,17.5609433962264,36526.7622641509,673,18.8746779661017,39259.3301694915,657,58.5642237442922,154645.738203957,147,51.9795918367347,108117.551020408,15,62.5,130000,714,329,608,611,532,510,529,910,319,198,1104.39583333333,1471.27741935484,1256.72395833333,170,365,451,114,20.0789893617021,40000,1015,255,50000,20.9122448979592
