"stateAbbreviation","state","Reciprocity","ReciprocityDetails","proofOtherOrAllStateLicense","stateResidencyProof","passportSizePhoto","driversLicensePhotoCopy","nameChangeProof","socialSecurityCopy","Hours","HoursOnly","MBLEX_or_NCBTMB","goodHealthClearance","BoardBackgroundCheckFee","stateApplyingBackgroundCheck","DOJ_backgroundCheck","applicationCost","licensingCost","licenseRenewalFee","CPR_certification","licensingETA","healthReferences","CEU","timeLicenseValidYears","liabilityInsurance","schoolTranscripts","MBLEX_transcript","LMT_jobsListed","LMT_avgHourly","LMT_avgAnnualSalary","Zillow_2BR_10cityAverageHomeValue","median2018IncomeByState","total_state_population","percent_black","percent_white","percent_two_or_more","percent_Native_American","percent_Asian","percent_Pacific_Islander","percent_Latino","cashier_jobsListed","cashier_avgHourly","cashier_avgAnnualSalary","remote_jobsListed","remote_avgHourly","remote_avgAnnualSalary","personalTrainer_jobsListed","personalTrainer_avgHourly","personalTrainer_avgAnnualSalary","houseCleaner_jobsListed","houseCleaner_avgHourly","houseCleaner_avgAnnualSalary","warehouse_jobsListed","warehouse_avgHourly","warehouse_avgAnnualSalary","security_jobsListed","security_avgHourly","security_avgAnnualSalary","nanny_jobsListed","nanny_avgHourly","nanny_avgAnnualSalary","clerical_jobsListed","clerical_avgHourly","clerical_avgAnnualSalary","tutor_jobsListed","tutor_avgHourly","tutor_avgAnnualSalary","dataScientist_jobsListed","dataScientist_avgHourly","dataScientist_avgAnnualSalary","nurses_jobsListed","nurses_avgHourly","nurses_avgAnnualSalary","personalAssistant_jobsListed","personalAssistant_avgHourly","personalAssistant_avgAnnualSalary","chiropractor_jobsListed","chiropractor_avgHourly","chiropractor_avgAnnualSalary","physicalTherapist_jobsListed","physicalTherapist_avgHourly","physicalTherapist_avgAnnualSalary","esthetician_jobsListed","esthetician_avgHourly","esthetician_avgAnnualSalary","medicalSpaEsthetician_jobsListed","medicalSpaEsthetician_avgHourly","medicalSpaEsthetician_avgAnnualSalary","medicalDoctor_jobsListed","medicalDoctor_avgHourly","medicalDoctor_avgAnnualSalary","yogaInstructor_jobsListed","yogaInstructor_avgHourly","yogaInstructor_avgAnnualSalary","pilatesInstructor_jobsListed","pilatesInstructor_avgHourly","pilatesInstructor_avgAnnualSalary","businessListings_chiropractor","businessListings_wellness_clinic","businessListings_massage_spa","businessListings_yoga","businessListings_gym","businessListings_coffee","businessListings_health_food","businessListings_hair_salon","businessListings_tanning","Rent2BR2BA_Listings_10cities","Rent2BR2BA_MinPrice__10cities","Rent2BR2BA_MaxPrice__10cities","Rent2BR2BA_AvgPrice__10cities","businessListings_jail_or_prison","businessListings_collision","businessListings_university_or_college","cosmetologist__jobsListed","cosmetologist__avgHourly","cosmetologist__avgAnnualSalary","businessListings_convalescent","autoRepairTechnician_jobsListed","autoRepairTechnician_avgHourly","autoRepairTechnician_avgAnnualSalary"
"HI","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"570; 50 anatomy/physiology/kinesiology, 100 massage theory and procedures, 420 as an apprentice or in a school with 310 intern hours and a split of sanitation, record keeping, office procedures, and advanced techniques",570,NA,NA,"yes","yes","yes","50",NA,NA,1,NA,NA,NA,NA,NA,"yes",NA,198,32.5,46823.5,574836.5625,80212,"1420491","2.0","24.3","24.3","0.2","37.6","10.2","10.7",585,12.2417117117117,25462.7603603603,754,53.6160477453581,111521.379310345,125,NA,NA,115,15,31200,742,21.5133557951482,44747.7800539083,730,15.1797945205479,31573.9726027396,"405",12.49375,25987,730,17.2483630136986,35876.5950684931,633,22.7701421800948,47361.8957345972,648,50.0301994301995,104062.814814815,743,35.9412853297443,72633.5619111709,628,16.2993630573248,47500,609,56.25,117000,657,36.65,76232,242,18,37440,761,21.6353482260184,45001.5243101183,666,83.2927927927928,186283.354354354,"120","62.5",130000,"114","62.5",130000,1369,342,1454,1321,1315,1420,1380,1501,203,86,2587.07594936709,4436,2625.24050632911,285,347,1270,85,NA,42500,1365,125,70000,22.14
"IA","Iowa",NA,NA,"yes",NA,NA,NA,NA,NA,"600;",600,"yes",NA,"yes","yes","yes","120",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",331,32.8694690265487,43864.768683274,129324.619047619,55955,"3156145","3.6","90.2","2.2","0.4","2.5","0.1","6.1",687,11.1906841339156,23276.6229985444,749,39.0807743658211,81288.0106809079,275,24.90625,51805,384,12.6385224274406,26288.1266490764,759,17.8023517786561,37028.8916996047,688,15.1045183486239,31417.3981651377,"435",14.0287356321839,29179.7701149425,684,16.0825950292398,33451.7976608188,575,15.875,33020,541,48.9344714204466,101783.700554529,771,35.6050389105058,89151.378080415,300,15.4633333333333,62581.1701244813,83,62.5,130000,569,35.035,72872.8,110,18,37440,346,21.0428902953586,43769.2118143459,751,76.1692743009321,184977.480026631,"120","60.1086956521739",125026.086956522,"94","57.5936170212766",119794.723404255,1352,301,1228,967,981,980,956,1479,514,208,1119.92929292929,1410.22377622378,1218.2904040404,247,346,685,216,17.5719936708861,50330.1886792453,1443,273,66826.9230769231,30.5504201680672
"ID","Idaho","Yes","  by endorsement, $Yes","yes",NA,NA,NA,NA,NA,"500; 200 massage practice of assessment and application, 125 anatomy/physiology/kinesiology, 40 pathology, 20 business/ethics, 110 clinical applications",500,"yes, if new applicant and not being endorsed out of state",NA,"yes","yes","yes","115",NA,NA,NA,"12 weeks",NA,"6 anually, 1 in ethics","1, expires anually on applicant's birthday",NA,"yes","yes",266,32.4176245210728,30000,238004.333333333,55583,"1754208","0.7","89.9","3.0","1.3","1.5","0.2","12.7",652,11.1179064417178,23125.245398773,763,49.7280471821756,103434.338138925,145,22.5,46800,423,13.0833333333333,27213.3333333333,737,14.1917978290366,29518.9394843961,586,19.1549907578558,39842.3807763401,"401",13.8391521197007,28785.4364089775,740,14.6199324324324,30409.4594594594,566,18.09375,37635,489,55.9703584631115,116418.345603272,763,40.454121887287,84110.4600262123,458,15.235807860262,45000,198,47.6486486486486,99109.1891891891,597,48.0335917312661,99909.8708010335,196,37.1666666666667,77306.6666666667,332,12.2985436893204,25580.9708737864,709,92.9687940761636,221149.288461538,"70","57.5",119600,"60","57.5",119600,1132,334,1153,683,779,980,807,1392,375,89,1301.11111111111,1528.09230769231,1397.64814814815,220,293,380,257,15.4725738396624,57500,1403,236,53819.4444444444,20.9364406779661
"IL","Illinois","Yes"," by endorsement ","yes",NA,NA,NA,NA,NA,"600;",600,"yes",NA,"yes","yes","yes",NA,"175",NA,NA,NA,NA,NA,NA,NA,"yes","yes",515,29.2793689320388,55024.4391304348,202689.329896907,65030,"12741080","14.1","71.7","2.7","0.3","5.6","0.0","17.3",709,12.49841325811,25996.6995768688,752,57.6143617021277,119837.872340426,507,38.4524886877828,79981.1764705882,472,17.0973451327434,35562.4778761063,765,20.753477124183,43167.2324183006,723,15.5387621023513,32320.6251728907,"547",21.4748628884826,44667.7148080438,713,16.0967741935484,33481.2903225807,688,25.5635901162791,53172.2674418605,497,53.0354661623586,110313.769617706,758,35.678265171504,73571.7385861561,547,16.9561243144424,58049.3222891566,431,50.5641801075269,105173.494623656,650,55.4594861660079,115355.731225296,472,28.1431767337808,58537.8076062641,422,18.8137755102041,39132.6530612245,751,76.0665778961385,133902.71770972,"431","36.1271820448878",75144.5386533666,"445","31.1719512195122",64837.6585365854,1458,997,1443,1085,1257,1266,1161,1516,893,263,2027.390625,3171.60262008734,2508.037109375,402,1127,1133,512,26.516845703125,47954.5454545455,1512,504,70709.4594594595,21.4052287581699
"IN","Indiana",NA,NA,"yes",NA,"yes","yes","yes",NA,"625; 500 before 7/1/2019",625,"yes; and state exam",NA,"yes","yes","yes","100",NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",456,36.6973094170404,60995.4513064133,125366.6875,55746,"6691878","9.5","82.8","2.7","0.2","2.3","0.1","7.1",705,10.7222340425532,22302.2468085107,755,78.8741721854305,164058.278145695,411,29.5345268542199,61431.8158567774,416,16.5243142144638,34370.5735660847,765,16.506862745098,34334.2745098038,706,16.0078966005666,33296.4249291785,"477",17.0649895178197,35495.178197065,747,14.6531392235609,30478.5295850067,632,25.9901842948718,54059.5833333333,553,55.6098757650577,115668.54159132,757,35.6692536327609,72763.3256274769,453,14.4294150110375,57270.0846354167,385,58.6395833333333,121970.333333333,615,43.452382892057,90380.9564154786,425,32.155487804878,66883.4146341462,425,20.1785714285714,41971.4285714285,746,72.4336461126005,216455.607238606,"367","53.2720994475138",110805.966850829,"328","58.5849056603774",121856.603773585,1257,657,1289,999,1158,1192,1141,1514,662,311,1128.53156146179,1570,1307.50664451827,329,925,1128,477,24.4761235955056,54427.8767123288,1503,483,68804.347826087,16.398401826484
"KS","Kansas",NA,NA,"yes",NA,NA,"yes","yes",NA,"500;",500,"yes; state written exam required and MBLEX",NA,"yes","yes","yes",NA,"75","75",NA,NA,NA,"no","2",NA,"yes","yes",418,35.9988038277512,45874.4430992736,152226.633802817,58218,"2911510","5.9","84.0","3.7","0.9","2.8","0.1","12.0",728,11.1883585164835,23271.7857142857,751,35.9201065246338,74713.8215712383,488,30.6757172131148,63805.4918032788,501,14.3248502994012,29795.6886227545,747,16.4472891566265,34210.3614457831,679,16.1737555228277,33641.4114874816,"485",15.4443298969072,32124.206185567,722,17.0150138504155,35391.2288088642,627,19.9460694698355,41487.8244972578,515,53.8415304487178,111990.383333333,777,29.8175482625483,86786.6189458689,449,18.209153674833,47834.6456692913,231,55.4618834080717,115360.717488789,658,46.5034965034965,96727.2727272727,435,23.9902597402597,49899.7402597402,351,22.7417218543046,47302.7814569536,745,79.2862416107383,168056.543624161,"391","60.9212598425197",126716.220472441,"171","62.0860927152318",129139.072847682,1248,558,1207,977,1039,1044,1069,1427,808,461,1126.94456762749,1489.9945799458,1267.11197339246,360,747,1045,505,20.5980198019802,49314.606741573,1395,402,78364.8563968668,16
"KY","Kentucky",NA,NA,"yes",NA,"yes",NA,NA,NA,"600; 125 anatomy/physiology, 200 massage/bodywork theory & technique, 200 business of massage therapy, 40 pathology, 35 at school discretion /electives",600,"yes",NA,"yes","yes","yes","125",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",423,29.488038277512,45515.6926406926,193124.316666667,50247,"4468402","7.9","86.7","2.4","0.2","1.5","0.1","3.6",715,9.89744755244755,20586.6909090909,754,57.4436339522546,119482.75862069,340,29.375,61100,477,13.9922566371681,29103.8938053096,768,15.9633268229167,33203.7197916667,717,17.8674058577406,37164.2041841004,"557",16.1315080789946,33553.5368043088,741,14.6993657219973,30574.6807017544,602,19.1878504672897,39910.7289719626,357,51.206893719026,106510.338935574,761,38.1710775295664,78304.4574780059,549,13.4271402550091,60673.3410780669,340,29.1958181818182,60727.3018181819,657,44.8740487062405,93338.0213089802,310,69.2857142857143,144114.285714286,304,13.9425182481752,29000.4379562044,702,73.2268518518518,190013.027777778,"125","40.4285714285714",84091.4285714285,"225","34.640625",72052.5,1075,276,1101,943,1012,915,940,1423,567,257,1116.11646586345,1606.82775119617,1306.50401606426,230,565,1043,497,21.7421383647799,37512,1455,561,70222.8682170543,19.0383631713555
"LA","Louisiana","Yes"," by endorsements","yes",NA,"yes",NA,NA,NA,"500; 325 massage/bodywork theory and application, 125 anatomy/physiology, 50 electives/school expectations on ethics/business/CPR/discretionary course work",500,"yes",NA,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",281,39.3867924528302,40964.2857142857,141609.861538462,47905,"4659978","32.4","61.7","2.3","0.6","1.6","0.0","5.1",715,10.2404891304348,21300.2173913044,757,80.5627476882431,167570.515191546,185,15.9354838709677,33145.8064516128,159,11.48,23878.4,733,14.2861527967258,29715.1978171897,722,13.5399768160742,28163.1517774343,"341",17.6991071428571,36814.1428571428,716,14.340782122905,29828.8268156424,525,19.5197802197802,40601.1428571428,365,56.0809391464702,116648.353424658,772,35.4483160621762,103941.725728155,383,14.2245430809399,84707.9496268657,129,62.5,130000,544,55,114400,303,16.4711934156379,34260.0823045268,326,20.4983660130719,42636.6013071896,717,87.91440027894,204765.383542538,"60","58",120640,"45","50",104000,1149,346,1254,989,1096,950,1010,1516,528,394,1118.06753246753,1450.46180555556,1239.72207792208,394,705,922,393,16.2455929487179,82500,1526,191,37500,15.9068322981366
"MA","Massachusetts",NA,NA,"yes",NA,"yes",NA,NA,NA,"550; 100 anatomy, 45 kinesiology, 45 pathology, 300 massage theory/practice, 60 ethics/professionalism, 100 intern/hands on training",550,NA,NA,"yes","yes","yes","225",NA,NA,NA,"6 weeks","1",NA,NA,"yes","yes",NA,694,36.8400576368876,47407.9855769231,537437.753424658,79835,"6902149","7.8","77.3","3.4","0.2","6.8","0.0","12.3",727,14.0129298486933,29146.8940852821,751,64.1051930758988,133338.801597869,678,33.320796460177,69307.2566371682,633,19.6334913112164,40837.6619273301,753,22.4243027888446,46642.5498007968,742,24.0198787061995,49961.347708895,"714",27.0959383753501,56359.5518207282,763,20.8277326343381,43321.6838794233,713,44.1604137447405,91853.6605890602,630,61.6082562576313,128145.173015873,764,48.6156282722513,102946.730366492,697,22.6633787661406,55209.8036253776,511,61.0692771084337,127024.096385542,733,60.8760231923602,126622.128240109,596,29.4714765100671,61300.6711409396,230,19.3636363636364,40276.3636363637,762,86.3556430446194,107849.046587927,"502","58.7591006423983",122218.929336188,"526","60.3493013972056",125526.546906188,1542,1113,1520,1476,1500,1500,1521,1522,1598,237,3174.58260869565,5053.40804597701,3896.09782608696,863,1421,1302,623,27.2396351575456,52477.9249448124,1507,741,76158.2487309645,24.0283400809717
"MD","Maryland",NA,NA,"yes","yes","yes","yes","yes","yes","600;",600,"yes",NA,"yes","yes","yes","300",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",722,45.6024930747922,60833.5607394366,207428.659574468,83242,"6042718","30.0","54.7","3.7","0.2","6.3","0.1","10.4",717,13.073570432357,27193.0264993026,759,75.1548089591568,156322.002635046,659,35.0538694992413,72912.0485584219,712,16.0804073033708,33447.2471910113,758,18.8777176781003,39265.6527704486,759,18.5886034255599,38664.2951251646,"729",22.0521262002743,45868.4224965706,753,20.263625498008,42148.3410358566,746,40.9913538873995,85262.016085791,757,52.5426052357486,109288.618890357,761,44.3291787122208,85592.1097240473,740,23.2323108108108,75783.5831081081,663,68.1148119122257,141678.808777429,745,71.0630630630631,147811.171171171,687,38.1200873362445,79289.7816593886,610,17.4158163265306,36224.8979591836,765,78.2356209150327,138679.193464052,"655","55.3267175572519",115079.572519084,"542","56.6657088122605",117864.674329502,1462,1381,1474,1436,1458,1439,1470,1509,1753,376,1808.75749318801,2640.48318042813,2178.46321525886,841,1489,1343,701,28.3152639087019,54286.2018544936,1503,675,81411.3925925926,20.6348148148148
"ME","Maine",NA,NA,"yes",NA,NA,NA,NA,NA,"500; 120 anatomy/physiology/pathology, 100 clinical, and others in massage theory/practice, business, ethics, contraindications, etc.",500,"yes",NA,"yes","yes","yes","61",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",190,28.527027027027,38500,301941.266666667,55602,"1338404","1.4","94.3","2.2","0.6","1.2","0.0","1.7",730,13.6595890410959,28411.9452054795,751,82.9793608521971,172597.07057257,125,30,62400,604,15.5562283737024,32356.955017301,774,16.991511627907,35342.3441860466,668,15.502245508982,32244.6706586826,"516",16.4089147286822,34130.542635659,709,17.5677009873061,36540.8180535967,632,19.8370253164557,41261.0126582279,373,56.2306751392038,116959.804289544,770,36.9161168831169,61123.5497382199,353,15.2868271954674,NA,93,62.5,130000,662,40,83200,175,NA,NA,191,16.5394086021505,34401.969892473,685,87.8279489051095,254010.46350365,"85","52.1875",108550,"40","62.5",130000,986,251,1206,712,950,1009,1046,1468,562,27,2033.12,2323.88888888889,2098.16,175,368,473,296,17.1689189189189,31000,1506,255,87500,16.4375
"MI","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,"500; 200 massage practice/theory, 125 body systems/anatomy/kinesiology, 40 pathology, 6 ethics, 4 business, 40 intern",500,"yes",NA,"yes","yes","yes","95",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",682,35.0549853372434,49780.8896210873,107764.583333333,56697,"9995915","13.8","78.3","2.9","0.5","3.3","0.0","5.2",742,13.7138814016173,28524.873315364,750,70.6,146848,558,27.0872420262664,56341.4634146341,551,19.1265880217786,39783.3030852995,758,22.5300131926121,46862.4274406332,752,15.1700930851064,31553.7936170213,"768",17.5227864583333,36447.3958333333,752,16.5789428191489,34484.2010638297,718,34.650069637883,72072.1448467966,660,55.7014732663168,115859.064393939,762,50.8510367454068,87299.1528871391,639,15.60406885759,58601.8301225919,294,49.5276816608997,103017.577854671,721,53.5648148148148,111414.814814815,529,32.0661625708885,66697.6181474481,380,16.3150684931507,33935.3424657535,754,88.2135278514589,158076.877984085,"300","61.4745762711864",127867.118644068,"275","60.8490566037736",126566.037735849,1601,1063,1515,1426,1499,1458,1433,1513,1130,266,1694.3515625,1996.59512195122,1903.541015625,444,1396,1377,590,49.9233050847458,57061.6570327553,1502,669,71345.1151919866,23.7929745889387
"MN","Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,38.4041666666667,53764.2203389831,252568.040816327,70315,"5611179","6.6","82.5","3.1","1.1","4.9","0.0","5.5",737,13.2377883310719,27534.5997286296,763,60.9855832241153,126850.01310616,572,40.9555160142349,85187.4733096086,602,15.6415540540541,32534.4324324325,760,18.8929276315789,39297.2894736841,755,20.2435364238411,42106.5557615895,"632",22.9588607594937,47754.4303797469,747,20.0786144578313,41763.5180722891,758,25.2327964860908,52484.2166910689,691,30.3628576199488,63154.7438494935,784,36.1849170918367,79950.4202806122,586,35.4346075085324,54596.9095840868,538,57.5,119600,648,40.9918918918919,85263.1351351352,589,21.5579964850615,44840.6326889279,603,23.6569468267581,49206.4493996568,767,77.3735332464146,194722.690352021,"536","57.1902071563089",118955.630885123,"532","59.7504743833017",124280.986717268,1542,1262,1415,1257,1302,1343,1328,1531,1165,242,1879.31355932203,2894.49268292683,2307.52542372881,461,1364,1257,587,22.4608177172061,54377.2084805654,1525,584,86601.0273972603,20.7422945205479
"MO","Missouri",NA,NA,"yes",NA,"yes","yes",NA,NA,"500; 300 hours are to be devoted to the theory and practice of massage therapy. At least 100 hours are to be in anatomy and physiology. The curriculum must also include 50 hours in the combined areas of business practice, hygiene, ethics, and Missouri massage law. Another 50 hours are to cover ancillary therapies; CPR training is included in this content strand.",500,"yes",NA,"yes","yes","yes","125",NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",569,29.4490333919156,41196.4934210526,143279.218181818,54478,"6126452","11.5","82.2","2.8","0.5","2.0","0.1","4.1",748,11.9103609625668,24773.5508021389,753,76.5504648074369,159224.966799469,528,46.0879541108987,95862.9445506693,619,15.4115508885299,32056.0258481422,755,15.5182052980132,32277.8670198675,746,15.5507707774799,32345.6032171582,"582",16.1683848797251,33630.2405498282,741,17.1336032388664,35637.8947368421,619,20.2209705372617,42059.6187175043,553,50.5111820141885,105063.258589512,774,32.4759366925065,75359.8514211886,555,18.6551981981982,47394.3969072165,470,45.8372093023256,95341.3953488372,689,49.2540609137056,102448.446700508,602,25.5730633802817,53191.9718309859,396,24.3782894736842,50706.8421052631,736,59.7674660326087,118715.338994565,"295","58.1779661016949",121010.169491525,"141","61.4224137931034",127758.620689655,1417,698,1390,1218,1276,1271,1280,1503,1064,359,1288.93732193732,1940.55636363636,1523.02279202279,424,870,1312,562,25.6619217081851,39141.4141414141,1504,552,77500,21.5712979890311
"MS","Mississippi","Yes"," by endorsement","yes",NA,"yes",NA,NA,NA,"700; 600 academic, 100 clinic, The instructional hours are to be distributed as follows: Study of the human body is to comprise at least 200 hours. There must be at least 20 hours devoted to each of the following: anatomy, physiology, neurology, myology/ kinesiology, and pathology; pathology coursework is to include medical terminology. The other 100 hours of body systems study may be distributed among the required content areas in any manner. Massage therapy theory and practicum are together to comprise at least 200 hours. At least 100 of these hours are to consist of demonstration and supervised practice; demonstration and practice is to include client evaluation, draping, and range-of-motion as well as specific massage techniques identified by the Board, for example, kneading, stroking, percussion, vibration, and use of hand-held tools. At least 20 combined hours are to cover massage therapy history, indications, contraindications and benefits. Also included in this content area are 10 hours of study in legality and ethics; this is to include Mississippi massage therapy law. Allied modalities are to comprise at least 200 hours. The following content must be included: Eastern, Western, and European methods: 7 hours
Hydrotherapy and infrared heat: 25 hours
Healthcare referral: 20 hours
Charting and documentation: 10 hours
Cardiopulmonary resuscitation and first aid: 8 hours
The remaining hours may consist of additional coursework in the five content areas above or other massage therapy and wellness topics, for example, special populations, trigger points, safety, and communication.",700,"yes",NA,"yes","yes","yes","50","200",NA,1,NA,NA,NA,NA,NA,"yes","yes",180,31.4705882352941,48750,81255.4230769231,51049,"2986530","38.0","58.1","1.5","0.4","0.9","0.0","2.9",668,10.1306137724551,21071.6766467066,752,68.5492021276596,142582.340425532,250,18.3636363636364,38196.3636363637,233,14.0871559633028,29301.2844036698,719,14.5505215577191,30265.0848400557,653,12.0119678407351,24984.893108729,"277",14.4675090252708,30092.4187725633,626,13.1755756578947,27405.197368421,505,17.0487623762376,35461.4257425742,404,56.4420040485832,117399.368421053,755,39.1675496688742,80484.0154411765,341,11.5821114369501,51000,93,62.5,130000,539,32,66560,263,18.4178403755869,38309.1079812208,320,15.669014084507,32591.5492957746,684,87.3382675438597,186653.923076923,"75","18.2142857142857",37885.7142857143,"45","34.1666666666667",71066.6666666667,835,361,892,759,872,780,856,1403,301,161,926.49358974359,1119.0990990991,988.301282051282,331,455,792,352,16.6904761904762,34716.1904761905,1436,219,84532.9341317365,19.5607476635514
"MT","Montana",NA,NA,"yes",NA,NA,NA,NA,NA,"500; 125 hours of instruction in body systems (anatomy, physiology, kinesiology); 200 hours of instruction in massage and bodywork theory, application, and assessment; 40 hours in pathology; ten hours in ethics and business (with no fewer than six hours in ethics).",500,"yes",NA,"yes","yes","yes","140",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",30,30.3,NA,240545.869565217,55328,"1062305","0.5","88.6","3.1","6.4","0.8","0.1","3.9",527,11.078515625,23043.3125,750,58.1006666666667,120849.386666667,75,14,29120,65,13.8846153846154,28880,632,15.5915071770335,32430.3349282297,487,17.1524844720497,35677.1677018634,"155",17.1290322580645,35628.3870967742,578,15.2142041522491,31645.5446366781,336,15.6269642857143,32504.0857142857,318,54.9071094883889,114206.787735849,748,54.2775601604278,99395.1225710015,192,15.0661458333333,42004.2205882353,60,37.5,78000,277,38.6062182741117,80300.9340101523,21,NA,NA,577,20.2955856643357,42214.8181818183,675,72.6271185185185,119132.391666667,"25","62.5",130000,"25","62.5",130000,662,253,845,253,369,569,341,1057,124,32,1389.51851851852,1867.46666666667,1503.5,86,278,247,43,NA,NA,951,70,76666.6666666667,23.25
"NC","North Carolina",NA,NA,"yes",NA,NA,NA,NA,NA,"500; The program must be at least 24 weeks in length. The curriculum must contain the following content at a minimum:
200 hours in fundamental theory and practice of massage and bodywork therapy. At least 100 hours of this must be in the application of hands-on methods. Also included in this 200-hour requirement is client assessment skills, indications and contraindications of treatment, body mechanics, draping procedures, infection control, and history of massage and bodywork. 100 hours of anatomy and physiology related to the practice of massage therapy, including instruction of common pathologies
15 hours of professional ethics and North Carolina laws and rules for the practice of massage and bodywork therapy
15 hours of business management practices
20 hours of psychological concepts including therapeutic relationships, and professional communication skills
150 hours in other related courses such as adjunct modalities, specific applications, additional hands-on techniques, or in-depth study of anatomy and physiology.
An official massage therapy school transcript must be submitted direct",500,"yes",NA,"yes","yes","yes","20","150","100",NA,NA,NA,"24/2 years. This includes a minimum of 3 hours of ethics. A maximum of 6 hours of distance learning and 8 hours of business management can be taken. ","2 years; every Dec 31st",NA,"yes","yes",657,43.2260273972603,70916.7202572347,166565.931034483,53855,"10383620","21.4","68.4","2.9","1.2","3.0","0.1","9.6",685,11.4815693430657,23881.6642335767,749,61.6829105473965,128300.453938585,533,25.5631578947368,53171.3684210525,672,12.9821428571429,27002.8571428572,754,21.3268700265252,44359.8896551724,723,14.8965629322268,30984.8508990317,"664",16.1698042168675,33633.1927710844,732,15.3328210382514,31892.2677595629,705,26.8821985815603,55914.9730496454,681,50.8234945075115,105712.868575624,767,44.009778357236,83434.1753585398,549,15.9617486338798,44322.5329268293,384,48.3763157894737,100622.736842105,673,45.0514705882353,93707.0588235294,596,28.9412751677852,60197.8523489932,401,15.6749352331606,32603.865284974,758,62.0837730870712,189162.021108179,"372","57.2831325301205",119148.915662651,"326","57.6649484536082",119943.092783505,1449,486,1509,1282,1439,1394,1462,1526,744,757,1219.13903743316,1828.32779456193,1475.17580213904,343,824,1187,619,20.9350328947368,65655.903030303,1506,631,65751.8775720165,18.7549916805324
"ND","North Dakota","Yes"," by endorsement","yes",NA,"yes","yes","yes",NA,"750; 505 supervised, 245 unsupervised; the 505 supervised: anatomy/physiology/kinesiology 150, pathology 40, clinic 175, massage theory 130, CPR/first aid 10, the 245 unsupervised: business 50, clinical 75, other massage modality courses 120",750,"Yes; and a state jurisprudence exam",NA,"yes","yes","yes","150",NA,"200",1,NA,NA,"24/2 years, with 10 online at most and the 14 remaining in class","2",NA,"yes","yes",70,49,42500,160193.5,63837,"760077","3.4","85.7","2.3","5.4","1.8","0.0","3.6",502,11.2110066371681,23318.8938053096,754,51.2506631299735,106601.379310345,95,19.6363636363636,40843.6363636363,333,13.7350993377483,28569.0066225165,658,18.873934681182,39257.7841368586,494,15.93175,33138.04,"110",12.6818181818182,26378.1818181819,496,15.1526431718062,31517.4977973569,438,14.8788732394366,30948.0563380281,398,56.6557692307692,117844,760,45.4881184210526,105782.167215815,103,12,104917,58,62.5,130000,362,44.6801986754967,92934.8132450331,55,17,35360,501,25.8338607594937,53734.4303797469,584,88.0358390410959,187104.681569343,"35","49.3",102544,"15","62.5",130000,832,259,691,369,315,369,321,1014,136,177,1012.36904761905,1168,1080.59523809524,110,275,259,78,11.875,38686.3698630137,981,131,68500,19.698347107438
"NE","Nebraska","Yes"," by endorsement","yes",NA,NA,"yes","yes","yes","1000; The massage therapy student will need 100 hours in each of the following areas:
Anatomy
Physiology
Hygiene and Practical demonstration
Hydrotherapy
Pathology
Massage
Health service management",1000,"yes",NA,"yes","yes","yes","110",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",151,50.5460992907801,45496.0317460317,192748.952380952,59566,"1929268","4.7","86.4","3.1","1.0","2.4","0.1","11.1",563,12.2015355086372,25379.1938579654,748,68.725935828877,142949.946524064,217,29.5283018867925,61418.8679245284,184,12.8128491620112,26650.7262569833,717,15.3659972105997,31961.2741980474,476,13.4340450643777,27942.8137339056,"230",13.8444444444444,28796.4444444444,628,15.6094984076433,32467.7566878981,460,16.5784810126582,34483.2405063291,337,54.246419909838,112832.553412463,766,38.9993472584856,84685.516642547,310,15.8350483870968,44734.6261682243,104,53.3653846153846,111000,377,9,18720,75,18,37440,660,19.4109947643979,40374.8691099476,519,88.0293834296724,158423.518518519,"133","56.1504424778761",116792.920353982,"160","54.921875",114237.5,714,329,608,611,532,510,529,910,319,203,1094.28426395939,1472.77070063694,1245.58375634518,170,365,451,153,21.2972972972973,35000,1015,231,50000,40.0231481481482
