"state","city","jobSearched","jobPosted_nDays_ago","MinHourlySalary","MaxHourlySalary","MinAnnualSalary","MaxAnnualSalary"
"AK","juneau","nurse","2020-08-01",25,100,50000,112000
"AK","juneau","nurse","2020-08-05",29,91.25,50000,112000
"AK","juneau","nurse","2020-08-06",25,100,50000,112000
"AK","juneau","nurse","2020-08-07",25,100,50000,112000
"AK","juneau","nurse","2020-08-08",25,100,50000,112000
"AK","juneau","nurse","2020-08-10",25,100,50000,112000
"AK","juneau","nurse","2020-08-11",33,82.5,50000,112000
"AK","juneau","nurse","2020-08-13",33,82.5,50000,112000
"AK","juneau","nurse","2020-08-14",33,82.5,50000,112000
"AK","juneau","nurse","2020-08-17",33,82.5,50000,112000
"AK","knik-fairview","nurse","2020-06-23",29.52,70,29350,170800
"AK","knik-fairview","nurse","2020-06-24",29.52,70,29350,170800
"AK","knik-fairview","nurse","2020-06-26",29.52,70,29350,170800
"AK","knik-fairview","nurse","2020-06-30",24,70,23629,159217
"AK","knik-fairview","nurse","2020-07-01",27.312,70,27061.6,166166.8
"AK","knik-fairview","nurse","2020-07-03",24,70,23629,159217
"AK","knik-fairview","nurse","2020-07-04",24,70,23629,159217
"AK","knik-fairview","nurse","2020-07-06",26.76,70,26489.5,165008.5
"AK","knik-fairview","nurse","2020-07-07",26.76,70,26489.5,165008.5
"AK","knik-fairview","nurse","2020-07-08",26.208,70,25917.4,163850.2
"AK","knik-fairview","nurse","2020-07-09",27.68,70,27443,166939
"AK","knik-fairview","nurse","2020-07-10",27.312,70,27061.6,166166.8
"AK","knik-fairview","nurse","2020-07-14",26.6566666666667,60.92,33412.3333333333,166939
"AK","knik-fairview","nurse","2020-07-15",26.208,70,25917.4,163850.2
"AK","knik-fairview","nurse","2020-07-17",26.0072727272727,70,25709.3636363636,163429
"AK","knik-fairview","nurse","2020-07-18",26.76,70,26489.5,165008.5
"AK","knik-fairview","nurse","2020-07-20",27.312,70,27061.6,166166.8
"AK","knik-fairview","nurse","2020-07-21",26.0285714285714,61.0742857142857,34353.4285714286,165835.857142857
"AK","knik-fairview","nurse","2020-07-22",26.0718181818182,66.7963636363636,29345.7272727273,164482
"AK","knik-fairview","nurse","2020-07-23",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-07-24",24.142,62.952,31629,161533.6
"AK","knik-fairview","nurse","2020-07-25",24.5266666666667,59.5866666666667,34233.8333333333,163078
"AK","knik-fairview","nurse","2020-07-27",24,70,23629,159217
"AK","knik-fairview","nurse","2020-07-28",24.355,52.38,43629,165008.5
"AK","knik-fairview","nurse","2020-07-29",26.45,42.76,47258,170800
"AK","knik-fairview","nurse","2020-07-30",24.355,52.38,43629,165008.5
"AK","knik-fairview","nurse","2020-07-31",23.6566666666667,55.5866666666667,42419.3333333333,163078
"AK","knik-fairview","nurse","2020-08-01",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-02",26.45,42.76,47258,170800
"AK","knik-fairview","nurse","2020-08-03",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-04",26.45,42.76,47258,170800
"AK","knik-fairview","nurse","2020-08-05",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-06",23.6566666666667,55.5866666666667,42419.3333333333,163078
"AK","knik-fairview","nurse","2020-08-07",25.4025,47.57,45443.5,167904.25
"AK","knik-fairview","nurse","2020-08-08",25.4025,47.57,45443.5,167904.25
"AK","knik-fairview","nurse","2020-08-10",26.45,42.76,47258,170800
"AK","knik-fairview","nurse","2020-08-11",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-12",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-13",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-14",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-15",22.26,62,40000,159217
"AK","knik-fairview","nurse","2020-08-17",22.26,62,40000,159217
"AK","lakes","nurse","2020-06-23",25,82.5,47258,99000
"AK","lakes","nurse","2020-06-24",25,82.5,47258,99000
"AK","lakes","nurse","2020-06-26",25,82.5,47258,99000
"AK","lakes","nurse","2020-06-30",25.5,91.25,35443.5,82462
"AK","lakes","nurse","2020-07-06",25.5,91.25,35443.5,82462
"AK","lakes","nurse","2020-07-07",25.4,89.5,37806.4,85769.6
"AK","lakes","nurse","2020-07-09",25,82.5,47258,99000
"AK","lakes","nurse","2020-07-10",25.5,91.25,35443.5,82462
"AK","lakes","nurse","2020-07-13",25.5,91.25,35443.5,82462
"AK","lakes","nurse","2020-07-14",25.5,91.25,35443.5,82462
"AK","lakes","nurse","2020-07-15",25.5,91.25,35443.5,82462
"AK","lakes","nurse","2020-07-16",25,82.5,47258,99000
"AK","lakes","nurse","2020-07-17",26,100,23629,65924
"AK","lakes","nurse","2020-07-20",28,90.625,39536.25,98767.25
"AK","lakes","nurse","2020-07-21",25.5,88.3333333333333,39381.6666666667,86534.6666666667
"AK","lakes","nurse","2020-07-23",35,97.5,40000,139785
"AK","lakes","nurse","2020-07-24",26,91.25,35443.5,78142
"AK","lakes","nurse","2020-07-25",26,100,23629,65924
"AK","lakes","nurse","2020-07-26",29,93.3333333333333,36962.3333333333,98689.6666666667
"AK","lakes","nurse","2020-07-28",35,97.5,40000,139785
"AK","lakes","nurse","2020-07-31",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-01",26,82.5,47258,90360
"AK","lakes","nurse","2020-08-03",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-05",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-06",32,92.5,42419.3333333333,123310
"AK","lakes","nurse","2020-08-07",27.8,85.5,45806.4,100245
"AK","lakes","nurse","2020-08-08",26,82.5,47258,90360
"AK","lakes","nurse","2020-08-09",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-10",26,82.5,47258,90360
"AK","lakes","nurse","2020-08-11",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-12",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-13",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-14",35,97.5,40000,139785
"AK","lakes","nurse","2020-08-17",35,97.5,40000,139785
"AK","sitka","nurse","2020-06-23",30.12,100,NA,NA
"AK","sitka","nurse","2020-06-24",30.12,100,NA,NA
"AK","sitka","nurse","2020-07-04",27.56,100,NA,NA
"AK","sitka","nurse","2020-07-06",30.12,100,NA,NA
"AK","sitka","nurse","2020-07-07",27.56,100,NA,NA
"AK","sitka","nurse","2020-07-13",28.4133333333333,100,NA,NA
"AK","sitka","nurse","2020-07-14",27.048,100,NA,NA
"AK","sitka","nurse","2020-07-15",26.7066666666667,100,NA,NA
"AK","sitka","nurse","2020-07-17",28.4133333333333,100,NA,NA
"AK","sitka","nurse","2020-07-18",30.12,100,NA,NA
"AK","sitka","nurse","2020-07-20",25,100,69333.3333333333,72666.6666666667
"AK","sitka","nurse","2020-07-21",26.28,100,NA,NA
"AK","sitka","nurse","2020-07-24",25,100,79000,79000
"AK","sitka","nurse","2020-07-25",25,100,76769.2307692308,77538.4615384615
"AK","sitka","nurse","2020-07-26",25,100,64500,69500
"AK","sitka","nurse","2020-07-27",25,100,69333.3333333333,72666.6666666667
"AK","sitka","nurse","2020-07-28",25,100,64500,69500
"AK","sitka","nurse","2020-07-29",25,100,67400,71400
"AK","sitka","nurse","2020-07-30",25,100,73200,75200
"AK","sitka","nurse","2020-07-31",25,100,55800,63800
"AK","sitka","nurse","2020-08-01",25,100,79000,79000
"AK","sitka","nurse","2020-08-02",25,100,71750,74250
"AK","sitka","nurse","2020-08-03",25,100,50000,60000
"AK","sitka","nurse","2020-08-04",25,100,79000,79000
"AK","sitka","nurse","2020-08-05",25,100,69333.3333333333,72666.6666666667
"AK","sitka","nurse","2020-08-06",25,100,79000,79000
"AK","sitka","nurse","2020-08-07",25,100,79000,79000
"AK","sitka","nurse","2020-08-08",25,100,79000,79000
"AK","sitka","nurse","2020-08-09",25,100,50000,60000
"AK","sitka","nurse","2020-08-10",25,100,79000,79000
"AK","sitka","nurse","2020-08-11",25,100,50000,60000
"AK","sitka","nurse","2020-08-13",25,100,50000,60000
"AK","sitka","nurse","2020-08-14",25,100,50000,60000
"AK","tanaina","nurse","2020-06-23",29.52,50,47258,99000
"AK","tanaina","nurse","2020-06-24",29.52,50,47258,99000
"AK","tanaina","nurse","2020-06-26",29.52,50,47258,99000
"AK","tanaina","nurse","2020-06-30",27.26,66.25,35443.5,82462
"AK","tanaina","nurse","2020-07-06",27.26,66.25,35443.5,82462
"AK","tanaina","nurse","2020-07-07",27.26,66.25,35443.5,82462
"AK","tanaina","nurse","2020-07-09",29.52,50,47258,99000
"AK","tanaina","nurse","2020-07-10",26.808,69.5,33080.6,79154.4
"AK","tanaina","nurse","2020-07-13",27.26,66.25,35443.5,82462
"AK","tanaina","nurse","2020-07-14",27.26,66.25,35443.5,82462
"AK","tanaina","nurse","2020-07-15",27.26,66.25,35443.5,82462
"AK","tanaina","nurse","2020-07-17",29.52,50,47258,99000
"AK","tanaina","nurse","2020-07-18",27.26,66.25,47258,94680
"AK","tanaina","nurse","2020-07-20",28.3333333333333,87.5,36962.3333333333,98689.6666666667
"AK","tanaina","nurse","2020-07-21",25.904,76,33080.6,77426.4
"AK","tanaina","nurse","2020-07-23",25,82.5,23629,65924
"AK","tanaina","nurse","2020-07-24",25,82.5,35443.5,78142
"AK","tanaina","nurse","2020-07-25",25,82.5,23629,65924
"AK","tanaina","nurse","2020-07-26",28.3333333333333,87.5,36962.3333333333,98689.6666666667
"AK","tanaina","nurse","2020-07-28",31.6666666666667,92.5,42419.3333333333,123310
"AK","tanaina","nurse","2020-07-29",25,82.5,47258,90360
"AK","tanaina","nurse","2020-07-31",31,91.5,42903.2,120015
"AK","tanaina","nurse","2020-08-01",25,82.5,47258,90360
"AK","tanaina","nurse","2020-08-03",35,97.5,40000,139785
"AK","tanaina","nurse","2020-08-04",25,82.5,47258,90360
"AK","tanaina","nurse","2020-08-05",30,90,43629,115072.5
"AK","tanaina","nurse","2020-08-06",32.5,93.75,41814.5,127428.75
"AK","tanaina","nurse","2020-08-07",27,85.5,45806.4,100245
"AK","tanaina","nurse","2020-08-08",25,82.5,47258,90360
"AK","tanaina","nurse","2020-08-09",35,97.5,40000,139785
"AK","tanaina","nurse","2020-08-10",25,82.5,47258,90360
"AK","tanaina","nurse","2020-08-11",35,97.5,40000,139785
"AK","tanaina","nurse","2020-08-12",35,97.5,40000,139785
"AK","tanaina","nurse","2020-08-13",35,97.5,40000,139785
"AK","tanaina","nurse","2020-08-14",35,97.5,40000,139785
"AK","tanaina","nurse","2020-08-17",35,97.5,40000,139785
"AK","wasilla","nurse","2020-06-23",29.52,50,47258,170800
"AK","wasilla","nurse","2020-06-24",29.52,50,47258,170800
"AK","wasilla","nurse","2020-06-26",29.52,50,47258,170800
"AK","wasilla","nurse","2020-06-30",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-01",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-06",28.0133333333333,66.6666666666667,39381.6666666667,170800
"AK","wasilla","nurse","2020-07-07",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-09",29.52,50,47258,170800
"AK","wasilla","nurse","2020-07-10",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-13",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-14",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-15",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-17",27.26,75,35443.5,170800
"AK","wasilla","nurse","2020-07-20",25,99.1666666666667,46798.3333333333,166939
"AK","wasilla","nurse","2020-07-21",26.5066666666667,83.3333333333333,35443.5,170800
"AK","wasilla","nurse","2020-07-23",25,100,23629,170800
"AK","wasilla","nurse","2020-07-24",25,100,35443.5,170800
"AK","wasilla","nurse","2020-07-25",25,100,23629,170800
"AK","wasilla","nurse","2020-07-26",25,99.375,46913.25,167904.25
"AK","wasilla","nurse","2020-07-28",25,98.3333333333333,62091.3333333333,163078
"AK","wasilla","nurse","2020-07-31",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-01",25,100,47258,170800
"AK","wasilla","nurse","2020-08-03",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-04",25,100,47258,170800
"AK","wasilla","nurse","2020-08-05",25,99.1666666666667,54674.6666666667,166939
"AK","wasilla","nurse","2020-08-06",25,98.75,58383,165008.5
"AK","wasilla","nurse","2020-08-07",25,100,47258,170800
"AK","wasilla","nurse","2020-08-08",25,100,47258,170800
"AK","wasilla","nurse","2020-08-09",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-10",25,99.375,52820.5,167904.25
"AK","wasilla","nurse","2020-08-11",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-12",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-13",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-14",25,97.5,69508,159217
"AK","wasilla","nurse","2020-08-17",25,97.5,69508,159217
"AL","auburn","nurse","2020-06-23",15,32,45533,146537
"AL","auburn","nurse","2020-06-26",15,32,45533,146537
"AL","auburn","nurse","2020-06-27",15,32,45533,146537
"AL","auburn","nurse","2020-06-30",15,32,54619,146537
"AL","auburn","nurse","2020-07-01",15,32,45533,146537
"AL","auburn","nurse","2020-07-02",15,32,50076,146537
"AL","auburn","nurse","2020-07-06",15,32,50076,146537
"AL","auburn","nurse","2020-07-07",15,32,49167.4,146537
"AL","auburn","nurse","2020-07-08",15,32,50076,146537
"AL","auburn","nurse","2020-07-09",15,32,54619,146537
"AL","auburn","nurse","2020-07-10",15,32,48561.6666666667,146537
"AL","auburn","nurse","2020-07-13",15,32,50076,146537
"AL","auburn","nurse","2020-07-14",15,32,NA,NA
"AL","auburn","nurse","2020-07-15",15,32,NA,NA
"AL","auburn","nurse","2020-07-16",15,32,NA,NA
"AL","auburn","nurse","2020-07-17",15,32,49167.4,146537
"AL","auburn","nurse","2020-07-18",15,32,NA,NA
"AL","auburn","nurse","2020-07-19",15,32,50076,146537
"AL","auburn","nurse","2020-07-20",15,32,48561.6666666667,146537
"AL","auburn","nurse","2020-07-21",16.25,32,61421.25,134902.75
"AL","auburn","nurse","2020-07-22",15.3846153846154,32,NA,NA
"AL","auburn","nurse","2020-07-23",15,32,NA,NA
"AL","auburn","nurse","2020-07-27",17,32,72771.4,127922.2
"AL","auburn","nurse","2020-07-28",15,32,NA,NA
"AL","auburn","nurse","2020-07-29",18.3333333333333,32,NA,NA
"AL","auburn","nurse","2020-07-30",15,32,NA,NA
"AL","auburn","nurse","2020-07-31",17.5,32,NA,NA
"AL","auburn","nurse","2020-08-01",15,32,NA,NA
"AL","auburn","nurse","2020-08-03",18.3333333333333,32,NA,NA
"AL","auburn","nurse","2020-08-04",17.5,32,NA,NA
"AL","auburn","nurse","2020-08-05",16.6666666666667,32,NA,NA
"AL","auburn","nurse","2020-08-06",15,32,NA,NA
"AL","auburn","nurse","2020-08-08",15,32,NA,NA
"AL","auburn","nurse","2020-08-10",18.3333333333333,32,NA,NA
"AL","auburn","nurse","2020-08-11",20,32,1e+05,1e+05
"AL","auburn","nurse","2020-08-12",20,32,1e+05,1e+05
"AL","auburn","nurse","2020-08-13",20,32,1e+05,1e+05
"AL","auburn","nurse","2020-08-14",20,32,1e+05,1e+05
"AL","auburn","nurse","2020-08-15",20,32,1e+05,1e+05
"AL","auburn","nurse","2020-08-17",20,32,1e+05,1e+05
"AL","birmingham","nurse","2020-06-25",14,46.02,54767,128488
"AL","birmingham","nurse","2020-06-28",16.5,43.01,54767,128488
"AL","birmingham","nurse","2020-06-30",17.3333333333333,42.0066666666667,54767,128488
"AL","birmingham","nurse","2020-07-01",14,46.02,54767,128488
"AL","birmingham","nurse","2020-07-02",16.5,43.01,54767,128488
"AL","birmingham","nurse","2020-07-07",17.125,42.2575,54767,128488
"AL","birmingham","nurse","2020-07-08",16.5,43.01,54767,128488
"AL","birmingham","nurse","2020-07-10",19,40,54767,128488
"AL","birmingham","nurse","2020-07-12",14,46.02,54767,128488
"AL","birmingham","nurse","2020-07-14",16,43.612,54767,128488
"AL","birmingham","nurse","2020-07-15",15.25,44.515,54767,128488
"AL","birmingham","nurse","2020-07-16",16,43.612,54767,128488
"AL","birmingham","nurse","2020-07-17",16.9,47.806,50217.5,120846.7
