"state","city","datePosted","nanny_jobsPosted"
"MN","minneapolis",2020-07-07,1
"MN","minneapolis",2020-07-09,3
"MN","minneapolis",2020-07-10,3
"MN","minneapolis",2020-07-11,3
"MN","minneapolis",2020-07-12,3
"MN","minneapolis",2020-07-15,1
"MN","minneapolis",2020-07-16,5
"MN","minneapolis",2020-07-17,1
"MN","minneapolis",2020-07-19,4
"MN","minneapolis",2020-07-20,3
"MN","minneapolis",2020-07-24,7
"MN","minneapolis",2020-07-25,11
"MN","minneapolis",2020-07-26,1
"MN","minneapolis",2020-07-27,6
"MN","minneapolis",2020-07-28,7
"MN","minneapolis",2020-07-29,1
"MN","minneapolis",2020-07-30,1
"MN","minneapolis",2020-07-31,3
"MN","minneapolis",2020-08-02,2
"MN","minneapolis",2020-08-04,16
"MN","minneapolis",2020-08-05,4
"MN","minneapolis",2020-08-06,4
"MN","minneapolis",2020-08-07,6
"MN","minneapolis",2020-08-08,8
"MN","minneapolis",2020-08-09,8
"MN","minneapolis",2020-08-10,4
"MN","minneapolis",2020-08-11,5
"MN","minneapolis",2020-08-12,7
"MN","minneapolis",2020-08-13,2
"MN","minneapolis",2020-08-14,3
"MN","minneapolis",2020-08-15,2
"MN","minneapolis",2020-08-17,3
"MN","plymouth",2020-06-22,1
"MN","plymouth",2020-06-24,1
"MN","plymouth",2020-06-25,1
"MN","plymouth",2020-06-28,1
"MN","plymouth",2020-06-30,2
"MN","plymouth",2020-07-01,1
"MN","plymouth",2020-07-02,1
"MN","plymouth",2020-07-03,2
"MN","plymouth",2020-07-04,2
"MN","plymouth",2020-07-05,3
"MN","plymouth",2020-07-06,2
"MN","plymouth",2020-07-07,1
"MN","plymouth",2020-07-09,2
"MN","plymouth",2020-07-10,4
"MN","plymouth",2020-07-11,4
"MN","plymouth",2020-07-12,3
"MN","plymouth",2020-07-15,2
"MN","plymouth",2020-07-16,5
"MN","plymouth",2020-07-17,2
"MN","plymouth",2020-07-19,6
"MN","plymouth",2020-07-20,3
"MN","plymouth",2020-07-24,8
"MN","plymouth",2020-07-25,6
"MN","plymouth",2020-07-26,1
"MN","plymouth",2020-07-27,4
"MN","plymouth",2020-07-28,6
"MN","plymouth",2020-07-30,1
"MN","plymouth",2020-07-31,3
"MN","plymouth",2020-08-03,3
"MN","plymouth",2020-08-04,30
"MN","plymouth",2020-08-05,7
"MN","plymouth",2020-08-06,3
"MN","plymouth",2020-08-07,10
"MN","plymouth",2020-08-08,5
"MN","plymouth",2020-08-09,10
"MN","plymouth",2020-08-10,8
"MN","plymouth",2020-08-11,6
"MN","plymouth",2020-08-12,6
"MN","plymouth",2020-08-13,6
"MN","plymouth",2020-08-14,4
"MN","plymouth",2020-08-15,4
"MN","plymouth",2020-08-16,1
"MN","plymouth",2020-08-17,2
"MN","rochester",2020-07-23,1
"MN","rochester",2020-07-24,1
"MN","rochester",2020-07-25,3
"MN","rochester",2020-08-04,8
"MN","rochester",2020-08-07,1
"MN","rochester",2020-08-09,2
"MN","rochester",2020-08-16,1
"MN","st.+paul",2020-06-28,1
"MN","st.+paul",2020-06-30,1
"MN","st.+paul",2020-07-03,2
"MN","st.+paul",2020-07-04,3
"MN","st.+paul",2020-07-05,4
"MN","st.+paul",2020-07-06,5
"MN","st.+paul",2020-07-07,1
"MN","st.+paul",2020-07-09,1
"MN","st.+paul",2020-07-10,3
"MN","st.+paul",2020-07-11,6
"MN","st.+paul",2020-07-13,4
"MN","st.+paul",2020-07-14,2
"MN","st.+paul",2020-07-15,3
"MN","st.+paul",2020-07-16,6
"MN","st.+paul",2020-07-17,2
"MN","st.+paul",2020-07-19,2
"MN","st.+paul",2020-07-20,2
"MN","st.+paul",2020-07-24,8
"MN","st.+paul",2020-07-25,15
"MN","st.+paul",2020-07-26,1
"MN","st.+paul",2020-07-27,6
"MN","st.+paul",2020-07-28,7
"MN","st.+paul",2020-07-30,1
"MN","st.+paul",2020-07-31,3
"MN","st.+paul",2020-08-04,28
"MN","st.+paul",2020-08-05,7
"MN","st.+paul",2020-08-06,3
"MN","st.+paul",2020-08-07,8
"MN","st.+paul",2020-08-08,9
"MN","st.+paul",2020-08-09,12
"MN","st.+paul",2020-08-10,6
"MN","st.+paul",2020-08-11,4
"MN","st.+paul",2020-08-12,4
"MN","st.+paul",2020-08-13,6
"MN","st.+paul",2020-08-14,2
"MN","st.+paul",2020-08-15,3
"MN","st.+paul",2020-08-16,2
"MN","st.+paul",2020-08-17,2
"MN","woodbury",2020-06-22,1
"MN","woodbury",2020-06-30,3
"MN","woodbury",2020-07-01,1
"MN","woodbury",2020-07-02,3
"MN","woodbury",2020-07-03,1
"MN","woodbury",2020-07-04,5
"MN","woodbury",2020-07-05,4
"MN","woodbury",2020-07-06,7
"MN","woodbury",2020-07-07,1
"MN","woodbury",2020-07-10,1
"MN","woodbury",2020-07-11,1
"MN","woodbury",2020-07-13,2
"MN","woodbury",2020-07-15,5
"MN","woodbury",2020-07-16,7
"MN","woodbury",2020-07-17,1
"MN","woodbury",2020-07-19,1
"MN","woodbury",2020-07-20,2
"MN","woodbury",2020-07-24,6
"MN","woodbury",2020-07-25,15
"MN","woodbury",2020-07-26,1
"MN","woodbury",2020-07-27,3
"MN","woodbury",2020-07-28,4
"MN","woodbury",2020-07-29,1
"MN","woodbury",2020-07-30,1
"MN","woodbury",2020-07-31,2
"MN","woodbury",2020-08-04,41
"MN","woodbury",2020-08-05,11
"MN","woodbury",2020-08-06,3
"MN","woodbury",2020-08-07,5
"MN","woodbury",2020-08-08,7
"MN","woodbury",2020-08-09,12
"MN","woodbury",2020-08-10,5
"MN","woodbury",2020-08-11,2
"MN","woodbury",2020-08-12,3
"MN","woodbury",2020-08-13,3
"MN","woodbury",2020-08-14,2
"MN","woodbury",2020-08-15,4
"MN","woodbury",2020-08-16,1
"MN","woodbury",2020-08-17,3
"MO","columbia",2020-06-30,1
"MO","columbia",2020-07-15,1
"MO","columbia",2020-08-10,2
"MO","columbia",2020-08-11,1
"MO","independence",2020-07-04,1
"MO","independence",2020-07-08,1
"MO","independence",2020-07-10,2
"MO","independence",2020-07-11,2
"MO","independence",2020-07-14,1
"MO","independence",2020-07-17,2
"MO","independence",2020-07-18,3
"MO","independence",2020-07-23,1
"MO","independence",2020-07-24,1
"MO","independence",2020-07-26,1
"MO","independence",2020-07-27,3
"MO","independence",2020-08-04,26
"MO","independence",2020-08-05,5
"MO","independence",2020-08-07,5
"MO","independence",2020-08-08,4
"MO","independence",2020-08-09,1
"MO","independence",2020-08-10,1
"MO","independence",2020-08-12,3
"MO","independence",2020-08-13,3
"MO","independence",2020-08-15,3
"MO","independence",2020-08-16,1
"MO","independence",2020-08-17,4
"MO","kansas+city",2020-07-02,1
"MO","kansas+city",2020-07-04,1
"MO","kansas+city",2020-07-08,1
"MO","kansas+city",2020-07-11,2
"MO","kansas+city",2020-07-14,1
"MO","kansas+city",2020-07-17,4
"MO","kansas+city",2020-07-18,1
"MO","kansas+city",2020-07-23,1
"MO","kansas+city",2020-07-24,1
"MO","kansas+city",2020-07-26,1
"MO","kansas+city",2020-07-27,2
"MO","kansas+city",2020-08-04,31
"MO","kansas+city",2020-08-05,3
"MO","kansas+city",2020-08-06,2
"MO","kansas+city",2020-08-07,6
"MO","kansas+city",2020-08-08,6
"MO","kansas+city",2020-08-10,1
"MO","kansas+city",2020-08-11,1
"MO","kansas+city",2020-08-12,1
"MO","kansas+city",2020-08-13,4
"MO","kansas+city",2020-08-14,1
"MO","kansas+city",2020-08-15,2
"MO","kansas+city",2020-08-16,1
"MO","kansas+city",2020-08-17,3
"MO","lee's+summit",2020-06-23,1
"MO","lee's+summit",2020-07-06,2
"MO","lee's+summit",2020-07-11,2
"MO","lee's+summit",2020-07-14,1
"MO","lee's+summit",2020-07-17,5
"MO","lee's+summit",2020-07-18,1
"MO","lee's+summit",2020-07-23,1
"MO","lee's+summit",2020-07-24,1
"MO","lee's+summit",2020-07-26,1
"MO","lee's+summit",2020-07-27,3
"MO","lee's+summit",2020-08-04,19
"MO","lee's+summit",2020-08-05,4
"MO","lee's+summit",2020-08-07,5
"MO","lee's+summit",2020-08-08,4
"MO","lee's+summit",2020-08-09,1
"MO","lee's+summit",2020-08-10,1
"MO","lee's+summit",2020-08-12,1
"MO","lee's+summit",2020-08-13,4
"MO","lee's+summit",2020-08-15,4
"MO","lee's+summit",2020-08-16,1
"MO","lee's+summit",2020-08-17,4
"MO","o'fallon",2020-07-01,2
"MO","o'fallon",2020-07-02,3
"MO","o'fallon",2020-07-09,3
"MO","o'fallon",2020-07-10,3
"MO","o'fallon",2020-07-14,2
"MO","o'fallon",2020-07-15,1
"MO","o'fallon",2020-07-16,1
"MO","o'fallon",2020-07-17,2
"MO","o'fallon",2020-07-18,3
"MO","o'fallon",2020-07-19,4
"MO","o'fallon",2020-07-20,7
"MO","o'fallon",2020-07-21,2
"MO","o'fallon",2020-07-22,3
"MO","o'fallon",2020-07-23,1
"MO","o'fallon",2020-07-29,3
"MO","o'fallon",2020-07-30,5
"MO","o'fallon",2020-07-31,1
"MO","o'fallon",2020-08-02,1
"MO","o'fallon",2020-08-03,1
"MO","o'fallon",2020-08-04,51
"MO","o'fallon",2020-08-05,5
"MO","o'fallon",2020-08-06,3
"MO","o'fallon",2020-08-07,12
"MO","o'fallon",2020-08-08,2
"MO","o'fallon",2020-08-09,4
"MO","o'fallon",2020-08-10,9
"MO","o'fallon",2020-08-12,4
"MO","o'fallon",2020-08-13,2
"MO","o'fallon",2020-08-14,3
"MO","o'fallon",2020-08-15,3
"MO","o'fallon",2020-08-16,2
"MO","o'fallon",2020-08-17,1
"MO","springfield",2020-07-02,2
"MO","springfield",2020-07-14,2
"MO","springfield",2020-07-21,1
"MO","springfield",2020-07-22,1
"MO","springfield",2020-08-04,6
"MO","springfield",2020-08-06,2
"MO","springfield",2020-08-08,2
"MO","springfield",2020-08-09,3
"MO","springfield",2020-08-13,1
"MO","springfield",2020-08-17,1
"MO","st.+charles",2020-07-02,4
"MO","st.+charles",2020-07-05,2
"MO","st.+charles",2020-07-06,2
"MO","st.+charles",2020-07-09,3
"MO","st.+charles",2020-07-10,3
"MO","st.+charles",2020-07-14,3
"MO","st.+charles",2020-07-15,1
"MO","st.+charles",2020-07-16,2
"MO","st.+charles",2020-07-17,3
"MO","st.+charles",2020-07-18,3
"MO","st.+charles",2020-07-19,4
"MO","st.+charles",2020-07-20,8
"MO","st.+charles",2020-07-21,2
"MO","st.+charles",2020-07-22,3
"MO","st.+charles",2020-07-23,2
"MO","st.+charles",2020-07-24,8
"MO","st.+charles",2020-07-25,3
"MO","st.+charles",2020-07-29,3
"MO","st.+charles",2020-07-30,5
"MO","st.+charles",2020-08-02,1
"MO","st.+charles",2020-08-03,1
"MO","st.+charles",2020-08-04,47
"MO","st.+charles",2020-08-05,7
"MO","st.+charles",2020-08-06,4
"MO","st.+charles",2020-08-07,9
"MO","st.+charles",2020-08-08,2
"MO","st.+charles",2020-08-09,2
"MO","st.+charles",2020-08-10,9
"MO","st.+charles",2020-08-12,3
"MO","st.+charles",2020-08-13,3
"MO","st.+charles",2020-08-14,3
"MO","st.+charles",2020-08-15,5
"MO","st.+charles",2020-08-16,2
"MO","st.+charles",2020-08-17,1
"MO","st.+joseph",2020-07-04,2
"MO","st.+joseph",2020-08-04,2
"MO","st.+joseph",2020-08-07,2
"MO","st.+joseph",2020-08-08,2
"MO","st.+joseph",2020-08-11,1
"MO","st.+joseph",2020-08-13,1
"MO","st.+louis",2020-06-26,1
"MO","st.+louis",2020-07-02,1
"MO","st.+louis",2020-07-05,2
"MO","st.+louis",2020-07-06,5
"MO","st.+louis",2020-07-09,3
"MO","st.+louis",2020-07-10,5
"MO","st.+louis",2020-07-14,1
"MO","st.+louis",2020-07-15,1
"MO","st.+louis",2020-07-16,5
"MO","st.+louis",2020-07-17,1
"MO","st.+louis",2020-07-18,2
"MO","st.+louis",2020-07-19,4
"MO","st.+louis",2020-07-20,7
"MO","st.+louis",2020-07-21,2
"MO","st.+louis",2020-07-23,1
"MO","st.+louis",2020-07-24,8
"MO","st.+louis",2020-07-25,3
"MO","st.+louis",2020-07-30,5
"MO","st.+louis",2020-07-31,1
"MO","st.+louis",2020-08-02,1
"MO","st.+louis",2020-08-03,1
"MO","st.+louis",2020-08-04,73
"MO","st.+louis",2020-08-05,4
"MO","st.+louis",2020-08-06,5
"MO","st.+louis",2020-08-07,6
"MO","st.+louis",2020-08-08,4
"MO","st.+louis",2020-08-09,3
"MO","st.+louis",2020-08-10,8
"MO","st.+louis",2020-08-12,3
"MO","st.+louis",2020-08-14,2
"MO","st.+louis",2020-08-15,6
"MO","st.+louis",2020-08-17,2
"MO","st.+peters",2020-07-02,3
"MO","st.+peters",2020-07-05,2
"MO","st.+peters",2020-07-09,3
"MO","st.+peters",2020-07-10,4
"MO","st.+peters",2020-07-14,2
"MO","st.+peters",2020-07-15,1
"MO","st.+peters",2020-07-16,1
"MO","st.+peters",2020-07-17,3
"MO","st.+peters",2020-07-18,3
"MO","st.+peters",2020-07-19,5
"MO","st.+peters",2020-07-20,6
"MO","st.+peters",2020-07-21,2
"MO","st.+peters",2020-07-22,3
"MO","st.+peters",2020-07-23,1
"MO","st.+peters",2020-07-24,3
"MO","st.+peters",2020-07-25,1
"MO","st.+peters",2020-07-29,3
"MO","st.+peters",2020-07-30,5
"MO","st.+peters",2020-07-31,1
"MO","st.+peters",2020-08-02,1
"MO","st.+peters",2020-08-03,1
"MO","st.+peters",2020-08-04,71
"MO","st.+peters",2020-08-05,6
"MO","st.+peters",2020-08-06,4
"MO","st.+peters",2020-08-07,12
"MO","st.+peters",2020-08-08,2
"MO","st.+peters",2020-08-09,3
"MO","st.+peters",2020-08-10,8
"MO","st.+peters",2020-08-12,1
"MO","st.+peters",2020-08-13,1
"MO","st.+peters",2020-08-14,2
"MO","st.+peters",2020-08-15,3
"MO","st.+peters",2020-08-16,2
"MS","biloxi",2020-07-13,4
"MS","biloxi",2020-07-17,2
"MS","biloxi",2020-08-06,2
"MS","biloxi",2020-08-14,1
"MS","gulfport",2020-07-13,3
"MS","gulfport",2020-07-16,1
"MS","gulfport",2020-07-17,2
"MS","gulfport",2020-08-06,2
"MS","hattiesburg",2020-07-14,2
"MS","hattiesburg",2020-08-13,1
"MS","horn+lake",2020-06-23,1
"MS","horn+lake",2020-06-29,1
"MS","horn+lake",2020-07-04,2
"MS","horn+lake",2020-07-07,1
"MS","horn+lake",2020-07-11,3
"MS","horn+lake",2020-07-15,2
"MS","horn+lake",2020-07-19,2
"MS","horn+lake",2020-07-20,7
"MS","horn+lake",2020-07-23,3
"MS","horn+lake",2020-07-24,1
"MS","horn+lake",2020-07-27,3
"MS","horn+lake",2020-07-28,5
"MS","horn+lake",2020-08-04,24
"MS","horn+lake",2020-08-05,2
"MS","horn+lake",2020-08-06,2
"MS","horn+lake",2020-08-07,1
"MS","horn+lake",2020-08-08,1
"MS","horn+lake",2020-08-11,2
"MS","horn+lake",2020-08-12,1
"MS","horn+lake",2020-08-14,1
"MS","jackson",2020-06-26,1
"MS","jackson",2020-06-30,2
"MS","jackson",2020-07-06,2
"MS","jackson",2020-08-04,4
"MS","jackson",2020-08-08,2
"MS","meridian",2020-07-02,2
"MS","olive+branch",2020-06-23,1
"MS","olive+branch",2020-06-29,3
"MS","olive+branch",2020-07-04,2
"MS","olive+branch",2020-07-06,1
"MS","olive+branch",2020-07-11,3
"MS","olive+branch",2020-07-15,2
"MS","olive+branch",2020-07-19,2
"MS","olive+branch",2020-07-20,7
"MS","olive+branch",2020-07-23,3
"MS","olive+branch",2020-07-24,1
"MS","olive+branch",2020-07-27,3
"MS","olive+branch",2020-07-28,5
"MS","olive+branch",2020-08-04,28
"MS","olive+branch",2020-08-05,2
"MS","olive+branch",2020-08-06,2
"MS","olive+branch",2020-08-07,1
"MS","olive+branch",2020-08-08,1
"MS","olive+branch",2020-08-11,2
"MS","olive+branch",2020-08-14,2
"MS","southaven",2020-06-23,1
"MS","southaven",2020-06-29,1
"MS","southaven",2020-07-04,2
"MS","southaven",2020-07-07,1
"MS","southaven",2020-07-11,3
"MS","southaven",2020-07-15,2
"MS","southaven",2020-07-19,2
"MS","southaven",2020-07-20,7
"MS","southaven",2020-07-23,3
"MS","southaven",2020-07-24,1
"MS","southaven",2020-07-27,3
"MS","southaven",2020-07-28,5
"MS","southaven",2020-08-04,24
"MS","southaven",2020-08-05,2
"MS","southaven",2020-08-06,2
"MS","southaven",2020-08-07,1
"MS","southaven",2020-08-08,1
"MS","southaven",2020-08-11,2
"MS","southaven",2020-08-12,1
"MS","southaven",2020-08-14,1
"MS","southaven",2020-08-16,1
"MS","tupelo",2020-06-25,1
"MS","tupelo",2020-08-04,6
"MT","anaconda-deer+lodge+county",2020-08-04,2
"MT","belgrade",2020-07-07,2
"MT","belgrade",2020-07-13,2
"MT","belgrade",2020-07-14,2
"MT","belgrade",2020-07-27,4
"MT","belgrade",2020-07-28,2
"MT","belgrade",2020-08-04,4
"MT","belgrade",2020-08-06,1
"MT","belgrade",2020-08-07,4
"MT","belgrade",2020-08-10,2
"MT","billings",2020-07-16,2
"MT","billings",2020-08-04,4
"MT","billings",2020-08-11,2
"MT","billings",2020-08-12,1
"MT","bozeman",2020-07-07,2
"MT","bozeman",2020-07-13,2
"MT","bozeman",2020-07-14,2
"MT","bozeman",2020-07-27,4
"MT","bozeman",2020-07-28,2
"MT","bozeman",2020-08-04,4
"MT","bozeman",2020-08-06,1
"MT","bozeman",2020-08-07,4
"MT","bozeman",2020-08-10,2
"MT","butte",2020-08-03,1
"MT","butte",2020-08-04,2
"MT","great+falls",2020-08-11,1
"MT","helena",2020-07-02,2
"MT","helena",2020-08-03,1
"MT","helena",2020-08-04,2
"MT","helena",2020-08-10,1
"MT","helena",2020-08-13,1
"MT","helena",2020-08-14,1
"MT","kalispell",2020-06-22,1
"MT","kalispell",2020-07-11,2
"MT","kalispell",2020-08-04,2
"MT","missoula",2020-06-29,2
"MT","missoula",2020-07-09,2
"MT","missoula",2020-07-31,2
"MT","missoula",2020-08-01,1
"MT","missoula",2020-08-03,3
"MT","missoula",2020-08-04,2
"MT","missoula",2020-08-06,2
"MT","missoula",2020-08-12,1
"NC","cary",2020-07-01,1
"NC","cary",2020-07-02,2
"NC","cary",2020-07-03,1
"NC","cary",2020-07-08,8
"NC","cary",2020-07-09,4
"NC","cary",2020-07-12,2
"NC","cary",2020-07-13,1
"NC","cary",2020-07-14,3
"NC","cary",2020-07-15,4
"NC","cary",2020-07-16,7
"NC","cary",2020-07-17,6
"NC","cary",2020-07-18,5
"NC","cary",2020-07-19,3
"NC","cary",2020-07-20,2
"NC","cary",2020-07-21,2
"NC","cary",2020-07-22,5
"NC","cary",2020-07-23,1
"NC","cary",2020-07-24,2
"NC","cary",2020-07-25,1
"NC","cary",2020-07-27,6
"NC","cary",2020-07-28,6
"NC","cary",2020-07-29,2
"NC","cary",2020-07-30,4
"NC","cary",2020-08-03,1
"NC","cary",2020-08-04,67
"NC","cary",2020-08-05,10
"NC","cary",2020-08-06,1
"NC","cary",2020-08-07,4
"NC","cary",2020-08-08,2
"NC","cary",2020-08-09,13
"NC","cary",2020-08-10,5
"NC","cary",2020-08-11,4
"NC","cary",2020-08-12,2
"NC","cary",2020-08-13,1
"NC","cary",2020-08-14,2
"NC","cary",2020-08-15,3
"NC","cary",2020-08-16,1
"NC","cary",2020-08-17,5
"NC","charlotte",2020-06-29,2
"NC","charlotte",2020-06-30,1
"NC","charlotte",2020-07-01,3
"NC","charlotte",2020-07-02,1
"NC","charlotte",2020-07-10,1
"NC","charlotte",2020-07-11,2
"NC","charlotte",2020-07-12,2
"NC","charlotte",2020-07-13,4
"NC","charlotte",2020-07-14,2
"NC","charlotte",2020-07-18,9
"NC","charlotte",2020-07-19,4
"NC","charlotte",2020-07-20,5
"NC","charlotte",2020-07-21,2
"NC","charlotte",2020-07-22,3
"NC","charlotte",2020-07-23,1
"NC","charlotte",2020-07-24,1
"NC","charlotte",2020-07-25,1
"NC","charlotte",2020-07-27,5
"NC","charlotte",2020-07-28,1
"NC","charlotte",2020-07-29,1
"NC","charlotte",2020-08-04,39
"NC","charlotte",2020-08-05,8
"NC","charlotte",2020-08-06,5
"NC","charlotte",2020-08-07,9
"NC","charlotte",2020-08-08,2
"NC","charlotte",2020-08-09,6
"NC","charlotte",2020-08-11,3
"NC","charlotte",2020-08-12,6
"NC","charlotte",2020-08-13,2
"NC","charlotte",2020-08-14,6
"NC","charlotte",2020-08-15,2
"NC","charlotte",2020-08-16,2
"NC","charlotte",2020-08-17,2
"NC","concord",2020-06-26,1
"NC","concord",2020-06-29,2
"NC","concord",2020-06-30,1
"NC","concord",2020-07-01,1
"NC","concord",2020-07-02,1
"NC","concord",2020-07-07,2
"NC","concord",2020-07-08,1
"NC","concord",2020-07-10,4
"NC","concord",2020-07-12,2
"NC","concord",2020-07-13,2
"NC","concord",2020-07-18,6
"NC","concord",2020-07-19,1
"NC","concord",2020-07-20,4
"NC","concord",2020-07-21,2
"NC","concord",2020-07-22,3
"NC","concord",2020-07-23,1
"NC","concord",2020-07-24,1
"NC","concord",2020-07-27,5
"NC","concord",2020-07-28,1
"NC","concord",2020-08-04,25
"NC","concord",2020-08-05,8
"NC","concord",2020-08-06,6
"NC","concord",2020-08-07,1
"NC","concord",2020-08-08,3
"NC","concord",2020-08-09,8
"NC","concord",2020-08-10,1
"NC","concord",2020-08-11,2
"NC","concord",2020-08-12,5
"NC","concord",2020-08-13,2
"NC","concord",2020-08-14,5
"NC","concord",2020-08-15,1
"NC","concord",2020-08-16,2
"NC","concord",2020-08-17,4
"NC","durham",2020-07-01,1
"NC","durham",2020-07-02,2
"NC","durham",2020-07-06,1
"NC","durham",2020-07-08,8
"NC","durham",2020-07-09,3
"NC","durham",2020-07-13,1
"NC","durham",2020-07-14,4
"NC","durham",2020-07-15,2
"NC","durham",2020-07-16,12
"NC","durham",2020-07-17,7
"NC","durham",2020-07-18,2
"NC","durham",2020-07-19,2
"NC","durham",2020-07-20,3
"NC","durham",2020-07-21,2
"NC","durham",2020-07-22,5
"NC","durham",2020-07-23,3
"NC","durham",2020-07-24,1
"NC","durham",2020-07-25,2
"NC","durham",2020-07-27,5
"NC","durham",2020-07-28,6
"NC","durham",2020-07-29,2
"NC","durham",2020-07-30,7
"NC","durham",2020-08-03,1
"NC","durham",2020-08-04,63
"NC","durham",2020-08-05,7
"NC","durham",2020-08-06,5
"NC","durham",2020-08-07,6
"NC","durham",2020-08-08,2
"NC","durham",2020-08-09,9
"NC","durham",2020-08-10,6
"NC","durham",2020-08-11,3
"NC","durham",2020-08-12,1
"NC","durham",2020-08-13,1
"NC","durham",2020-08-14,3
"NC","durham",2020-08-15,3
"NC","durham",2020-08-16,2
"NC","durham",2020-08-17,3
"NC","fayetteville",2020-07-01,2
"NC","fayetteville",2020-07-03,2
"NC","fayetteville",2020-07-14,4
"NC","fayetteville",2020-07-16,2
"NC","fayetteville",2020-07-29,3
"NC","fayetteville",2020-08-04,8
"NC","fayetteville",2020-08-05,2
"NC","fayetteville",2020-08-10,2
"NC","fayetteville",2020-08-11,1
"NC","fayetteville",2020-08-12,1
"NC","fayetteville",2020-08-13,1
"NC","fayetteville",2020-08-14,1
"NC","greensboro",2020-06-28,1
"NC","greensboro",2020-07-09,2
"NC","greensboro",2020-07-15,2
"NC","greensboro",2020-07-16,2
"NC","greensboro",2020-07-18,1
"NC","greensboro",2020-07-19,1
"NC","greensboro",2020-07-29,3
"NC","greensboro",2020-08-04,31
"NC","greensboro",2020-08-05,2
"NC","greensboro",2020-08-06,6
"NC","greensboro",2020-08-07,3
"NC","greensboro",2020-08-08,6
"NC","greensboro",2020-08-09,2
"NC","greensboro",2020-08-10,2
"NC","greensboro",2020-08-11,1
"NC","greensboro",2020-08-14,1
"NC","greensboro",2020-08-16,1
"NC","greensboro",2020-08-17,1
"NC","high+point",2020-06-26,1
"NC","high+point",2020-06-28,1
"NC","high+point",2020-07-03,1
"NC","high+point",2020-07-06,1
"NC","high+point",2020-07-08,1
"NC","high+point",2020-07-15,2
"NC","high+point",2020-07-16,2
"NC","high+point",2020-07-18,1
"NC","high+point",2020-07-19,1
"NC","high+point",2020-07-27,1
"NC","high+point",2020-07-28,1
"NC","high+point",2020-07-29,4
"NC","high+point",2020-07-31,2
"NC","high+point",2020-08-04,34
"NC","high+point",2020-08-05,2
"NC","high+point",2020-08-06,4
"NC","high+point",2020-08-07,4
"NC","high+point",2020-08-08,1
"NC","high+point",2020-08-09,2
"NC","high+point",2020-08-10,1
"NC","high+point",2020-08-11,1
"NC","high+point",2020-08-14,1
"NC","high+point",2020-08-17,1
"NC","raleigh",2020-06-24,1
"NC","raleigh",2020-07-01,1
"NC","raleigh",2020-07-02,1
"NC","raleigh",2020-07-08,8
"NC","raleigh",2020-07-09,4
"NC","raleigh",2020-07-12,1
"NC","raleigh",2020-07-13,1
"NC","raleigh",2020-07-14,2
"NC","raleigh",2020-07-15,1
"NC","raleigh",2020-07-16,5
"NC","raleigh",2020-07-17,9
"NC","raleigh",2020-07-18,7
"NC","raleigh",2020-07-20,2
"NC","raleigh",2020-07-21,2
"NC","raleigh",2020-07-22,5
"NC","raleigh",2020-07-23,2
"NC","raleigh",2020-07-24,2
"NC","raleigh",2020-07-25,3
"NC","raleigh",2020-07-26,2
"NC","raleigh",2020-07-27,1
"NC","raleigh",2020-07-28,1
"NC","raleigh",2020-07-29,2
"NC","raleigh",2020-07-30,2
"NC","raleigh",2020-08-03,1
"NC","raleigh",2020-08-04,55
"NC","raleigh",2020-08-05,9
"NC","raleigh",2020-08-06,1
"NC","raleigh",2020-08-07,4
"NC","raleigh",2020-08-08,5
"NC","raleigh",2020-08-09,7
"NC","raleigh",2020-08-10,3
"NC","raleigh",2020-08-11,6
"NC","raleigh",2020-08-12,3
"NC","raleigh",2020-08-13,1
"NC","raleigh",2020-08-14,2
"NC","raleigh",2020-08-15,1
"NC","raleigh",2020-08-16,2
"NC","raleigh",2020-08-17,3
"NC","wilmington",2020-06-23,1
"NC","wilmington",2020-07-07,2
"NC","wilmington",2020-07-08,1
"NC","wilmington",2020-07-10,1
"NC","wilmington",2020-07-15,4
"NC","wilmington",2020-08-04,10
"NC","wilmington",2020-08-05,1
"NC","wilmington",2020-08-07,4
"NC","wilmington",2020-08-11,3
"NC","wilmington",2020-08-13,1
"NC","winston-salem",2020-06-26,1
"NC","winston-salem",2020-06-28,1
"NC","winston-salem",2020-06-30,1
"NC","winston-salem",2020-07-03,1
"NC","winston-salem",2020-07-06,1
"NC","winston-salem",2020-07-08,1
"NC","winston-salem",2020-07-14,2
"NC","winston-salem",2020-07-16,3
"NC","winston-salem",2020-07-18,1
"NC","winston-salem",2020-07-27,1
"NC","winston-salem",2020-07-28,1
"NC","winston-salem",2020-07-29,4
"NC","winston-salem",2020-07-31,2
"NC","winston-salem",2020-08-04,26
"NC","winston-salem",2020-08-05,4
"NC","winston-salem",2020-08-06,5
"NC","winston-salem",2020-08-07,4
"NC","winston-salem",2020-08-08,4
"NC","winston-salem",2020-08-09,2
"NC","winston-salem",2020-08-11,1
"NC","winston-salem",2020-08-12,1
"NC","winston-salem",2020-08-13,1
"NC","winston-salem",2020-08-14,1
"NC","winston-salem",2020-08-15,1
"NC","winston-salem",2020-08-17,1
"ND","bismarck",2020-06-30,1
"ND","bismarck",2020-07-01,1
"ND","bismarck",2020-07-12,2
"ND","bismarck",2020-07-13,4
"ND","bismarck",2020-07-14,1
"ND","bismarck",2020-08-03,1
"ND","bismarck",2020-08-04,4
"ND","bismarck",2020-08-14,1
"ND","fargo",2020-07-18,2
"ND","fargo",2020-08-04,2
"ND","fargo",2020-08-14,1
