"stateAbbreviation","state","Reciprocity","ReciprocityDetails","proofOtherOrAllStateLicense","stateResidencyProof","passportSizePhoto","driversLicensePhotoCopy","nameChangeProof","socialSecurityCopy","Hours","HoursOnly","MBLEX_or_NCBTMB","goodHealthClearance","BoardBackgroundCheckFee","stateApplyingBackgroundCheck","DOJ_backgroundCheck","applicationCost","licensingCost","licenseRenewalFee","CPR_certification","licensingETA","healthReferences","CEU","timeLicenseValidYears","liabilityInsurance","schoolTranscripts","MBLEX_transcript","LMT_jobsListed","LMT_avgHourly","LMT_avgAnnualSalary","Zillow_2BR_10cityAverageHomeValue","median2018IncomeByState","total_state_population","percent_black","percent_white","percent_two_or_more","percent_Native_American","percent_Asian","percent_Pacific_Islander","percent_Latino","cashier_jobsListed","cashier_avgHourly","cashier_avgAnnualSalary","remote_jobsListed","remote_avgHourly","remote_avgAnnualSalary","personalTrainer_jobsListed","personalTrainer_avgHourly","personalTrainer_avgAnnualSalary","houseCleaner_jobsListed","houseCleaner_avgHourly","houseCleaner_avgAnnualSalary","warehouse_jobsListed","warehouse_avgHourly","warehouse_avgAnnualSalary","security_jobsListed","security_avgHourly","security_avgAnnualSalary","nanny_jobsListed","nanny_avgHourly","nanny_avgAnnualSalary","clerical_jobsListed","clerical_avgHourly","clerical_avgAnnualSalary","tutor_jobsListed","tutor_avgHourly","tutor_avgAnnualSalary","dataScientist_jobsListed","dataScientist_avgHourly","dataScientist_avgAnnualSalary","nurses_jobsListed","nurses_avgHourly","nurses_avgAnnualSalary","personalAssistant_jobsListed","personalAssistant_avgHourly","personalAssistant_avgAnnualSalary","chiropractor_jobsListed","chiropractor_avgHourly","chiropractor_avgAnnualSalary","physicalTherapist_jobsListed","physicalTherapist_avgHourly","physicalTherapist_avgAnnualSalary","esthetician_jobsListed","esthetician_avgHourly","esthetician_avgAnnualSalary","medicalSpaEsthetician_jobsListed","medicalSpaEsthetician_avgHourly","medicalSpaEsthetician_avgAnnualSalary","medicalDoctor_jobsListed","medicalDoctor_avgHourly","medicalDoctor_avgAnnualSalary","yogaInstructor_jobsListed","yogaInstructor_avgHourly","yogaInstructor_avgAnnualSalary","pilatesInstructor_jobsListed","pilatesInstructor_avgHourly","pilatesInstructor_avgAnnualSalary","businessListings_chiropractor","businessListings_wellness_clinic","businessListings_massage_spa","businessListings_yoga","businessListings_gym","businessListings_coffee","businessListings_health_food","businessListings_hair_salon","businessListings_tanning","Rent2BR2BA_Listings_10cities","Rent2BR2BA_MinPrice__10cities","Rent2BR2BA_MaxPrice__10cities","Rent2BR2BA_AvgPrice__10cities","businessListings_jail_or_prison","businessListings_collision","businessListings_university_or_college","cosmetologist__jobsListed","cosmetologist__avgHourly","cosmetologist__avgAnnualSalary","businessListings_convalescent","autoRepairTechnician_jobsListed","autoRepairTechnician_avgHourly","autoRepairTechnician_avgAnnualSalary"
"HI","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"570; 50 anatomy/physiology/kinesiology, 100 massage theory and procedures, 420 as an apprentice or in a school with 310 intern hours and a split of sanitation, record keeping, office procedures, and advanced techniques",570,NA,NA,"yes","yes","yes","50",NA,NA,1,NA,NA,NA,NA,NA,"yes",NA,320,31,81461.5,574836.5625,80212,"1420491","2.0","24.3","24.3","0.2","37.6","10.2","10.7",556,13.1214028776978,27292.5179856114,750,52.304,108792.32,165,NA,NA,153,14,29120,762,18.3195078740157,38104.5763779527,723,14.7305532503458,30639.5507607193,"150",15,31200,739,16.5984438430311,34524.7631935047,640,20.025078125,41652.1625,578,55.2057243146125,114827.906574394,806,37.720682382134,78519.6730769231,600,16.9023109243698,55000,584,14.5,30160,633,46,95680,280,105.5,219440,761,20.4126149802891,42458.2391590013,654,71.9831804281346,203192.331189711,40,NA,NA,40,NA,NA,1369,342,1453,1321,1315,1420,1380,1501,203,70,2770.38709677419,4728,2824.53225806452,285,347,1270,90,10.5,41500,1365,170,70000,22.4117647058824
"IA","Iowa",NA,NA,"yes",NA,NA,NA,NA,NA,"600;",600,"yes",NA,"yes","yes","yes","120",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",337,30.2243975903614,44008.4745762712,129324.619047619,55955,"3156145","3.6","90.2","2.2","0.4","2.5","0.1","6.1",701,11.315970042796,23537.2176890157,747,47.2121820615797,98201.3386880858,291,28.1578947368421,58568.4210526316,394,12.6597043701799,26332.1850899742,767,17.5598435462842,36524.4745762711,704,15.1170951704545,31443.5579545454,"331",16.7114803625378,34759.8791540786,741,15.2094736842105,31635.7052631578,630,16.5440476190476,34411.619047619,460,64.9038461538462,135000,804,33.1622699004975,74294.6593103448,277,16.6823732718894,46624.5608108108,40,28.3333333333333,58933.3333333333,465,35.035,72872.8,85,NA,NA,417,21.7574503311258,45255.4966887417,740,69.2040540540541,174232.457432432,85,NA,NA,55,27.1,56368,1352,301,1223,967,981,980,956,1479,514,204,1139.71134020619,1424.75,1237.36082474227,247,346,685,190,17.3106884057971,50000,1443,221,50000,22.5099502487562
"ID","Idaho","Yes","  by endorsement, $Yes","yes",NA,NA,NA,NA,NA,"500; 200 massage practice of assessment and application, 125 anatomy/physiology/kinesiology, 40 pathology, 20 business/ethics, 110 clinical applications",500,"yes, if new applicant and not being endorsed out of state",NA,"yes","yes","yes","115",NA,NA,NA,"12 weeks",NA,"6 anually, 1 in ethics","1, expires anually on applicant's birthday",NA,"yes","yes",311,36.9983660130719,30000,238004.333333333,55583,"1754208","0.7","89.9","3.0","1.3","1.5","0.2","12.7",660,10.9844696969697,22847.696969697,755,47.3450331125828,98477.6688741722,195,18.8333333333333,39173.3333333333,394,13.9137700534759,28940.6417112299,748,15.208435828877,31633.5465240642,604,23.612389380531,49113.7699115045,"281",14.9474637681159,31090.7246376811,709,15.9187235543018,33110.9449929477,487,17.5564681724846,36517.453798768,413,64.9038461538462,135000,797,37.9085633626098,89982.3974895398,408,17.0397022332506,39239.6907216495,145,23.0172413793103,47875.8620689654,535,38.1590187891441,79370.7590814197,195,34.2307692307692,71199.9999999999,318,15.6346153846154,32520,710,82.5296338028169,199813.609467456,125,18.4,38272,115,18.0869565217391,37620.8695652173,1132,334,1138,683,779,980,807,1390,375,87,1287,1553.04615384615,1394.8417721519,220,293,380,275,25.6346153846154,57500,1403,219,54951.690821256,20.475845410628
"IL","Illinois","Yes"," by endorsement ","yes",NA,NA,NA,NA,NA,"600;",600,"yes",NA,"yes","yes","yes",NA,"175",NA,NA,NA,NA,NA,NA,NA,"yes","yes",523,35.7280114722753,54477.6893305439,202689.329896907,65030,"12741080","14.1","71.7","2.7","0.3","5.6","0.0","17.3",728,12.2389766483516,25457.0714285713,744,39.9327956989247,83060.2150537634,485,37.6646341463415,78342.4390243903,459,17.4464692482916,36288.6560364465,789,18.9281432192649,39370.537896071,737,15.1312754409769,31473.052917232,"519",20.6917148362235,43038.7668593449,737,16.7523744911805,34844.9389416554,729,28.1179698216735,58485.3772290809,530,59.3155128923764,123376.266816143,817,38.0144614443084,80868.8945578231,509,20.7976424361493,55600.8248987854,431,23.3655063291139,48600.2531645569,669,40.1010638297872,83410.2127659574,497,37.5426195426195,78088.6486486486,555,20.71573875803,43088.7366167024,748,62.6771390374332,154260.446524064,586,27.1312949640288,56433.0935251799,405,22.5887096774194,46984.5161290324,1458,997,1438,1085,1257,1266,1161,1815,893,262,2071.37007874016,3225.27753303965,2556.15748031496,402,1127,1133,541,28.728280961183,47138.0846325167,1512,533,61769.6699134199,21.7234468937876
"IN","Indiana",NA,NA,"yes",NA,"yes","yes","yes",NA,"625; 500 before 7/1/2019",625,"yes; and state exam",NA,"yes","yes","yes","100",NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",440,37.4891176470588,71813.9634146341,125366.6875,55746,"6691878","9.5","82.8","2.7","0.2","2.3","0.1","7.1",711,10.632735583685,22116.0900140648,762,46.4855643044619,96689.9737532808,410,28.5894736842105,59466.1052631578,379,14.7669376693767,30715.2303523035,797,16.7650690087829,34871.3435382684,717,15.3999651324965,32031.9274755927,"443",14.2641083521445,29669.3453724606,726,15.568870523416,32383.2506887053,607,26.3443163097199,54796.1779242174,528,58.7576486013986,122215.909090909,835,34.4282934131737,67969.7093791281,431,16.4860788863109,59131.2664041995,306,17,35360,643,46.6900462962963,97115.2962962963,428,76.6237113402062,159377.319587629,416,16.440490797546,34196.2208588957,753,39.4631540504648,101405.717131474,336,15.7684049079755,32798.282208589,301,23.14453125,48140.625,1257,657,1287,999,1158,1192,1141,1506,662,315,1113.38032786885,1540.0572519084,1288.65573770492,329,925,1128,490,26.1329365079365,57183,1503,496,74040.404040404,18.8715710723192
"KS","Kansas",NA,NA,"yes",NA,NA,"yes","yes",NA,"500;",500,"yes; state written exam required and MBLEX",NA,"yes","yes","yes",NA,"75","75",NA,NA,NA,"no","2",NA,"yes","yes",478,30.9501187648456,45209.0694444444,152226.633802817,58218,"2911510","5.9","84.0","3.7","0.9","2.8","0.1","12.0",693,11.5898268398268,24106.8398268397,760,46.4,96512,472,30.8426906779661,64152.7966101695,492,13.6262833675565,28342.6694045175,802,16.9905673316708,35340.3800498753,677,17.0915214180207,35550.3645494831,"420",18.672619047619,38839.0476190475,714,17.9242016806723,37282.3394957984,665,18.3421052631579,38151.5789473684,453,64.9038461538462,135000,813,26.2754366543665,84460.1949569496,493,18.7142520491803,55381.4547461369,145,22.1034482758621,45975.1724137932,660,31.7613636363636,66063.6363636363,449,21.5546272493573,44833.6246786632,382,22.211038961039,46198.9610389611,758,34.3601583113456,154489.964379947,365,50,104000,230,30,62400,1248,558,1207,977,1039,1044,1069,4269,808,468,1127.66013071895,1479.31182795699,1263.55337690632,360,747,1045,562,20.7673487544484,48304.4315992293,1395,390,56376.7123287671,16
"KY","Kentucky",NA,NA,"yes",NA,"yes",NA,NA,NA,"600; 125 anatomy/physiology, 200 massage/bodywork theory & technique, 200 business of massage therapy, 40 pathology, 35 at school discretion /electives",600,"yes",NA,"yes","yes","yes","125",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",487,36.9730290456432,74417.1795454545,193124.316666667,50247,"4468402","7.9","86.7","2.4","0.2","1.5","0.1","3.6",706,11.2770892351275,23456.3456090652,757,47.327608982827,98441.4266842802,314,36.1971326164875,75290.035842294,490,14.3351063829787,29817.0212765957,787,18.4355273189327,38345.89682338,750,17.5866666666667,36580.2666666667,"481",15.2006237006237,31617.2972972973,720,14.5314513888889,30225.4188888889,615,21.9904471544715,45740.1300813007,372,64.9038461538462,135000,822,27.640200729927,115806.23117338,511,15.1294466403162,46568.6965376782,277,16.40325,34118.76,740,47.4521013513514,98700.3708108109,311,27.6554726368159,57523.3830845771,337,18.5086130136986,38497.9150684931,728,56.2882005494506,158277.787087912,115,53.1052631578947,110458.947368421,202,55,114400,1075,276,1100,943,1012,915,940,4246,567,256,1109.27822580645,1596.68780487805,1292.63709677419,230,565,1043,447,22.3333333333333,43595.8974358974,1455,498,62900.2808988764,21.1010638297872
"LA","Louisiana","Yes"," by endorsements","yes",NA,"yes",NA,NA,NA,"500; 325 massage/bodywork theory and application, 125 anatomy/physiology, 50 electives/school expectations on ethics/business/CPR/discretionary course work",500,"yes",NA,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",177,44.3712574850299,72478.102189781,141609.861538462,47905,"4659978","32.4","61.7","2.3","0.6","1.6","0.0","5.1",710,10.7265352112676,22311.1932394366,750,43.4373333333333,90349.6533333333,190,15.34375,31915,145,12.8571428571429,26742.8571428572,745,15.6695234899329,32592.6088590604,715,13.7381118881119,28575.2727272728,"285",18.25,37960,703,14.4297652916074,30013.9118065434,609,21.2060755336617,44108.6371100163,323,64.9038461538462,135000,812,34.6976293103448,70397.8141321045,311,13.7654804270463,82672.8544061303,40,NA,NA,561,49.6969696969697,103369.696969697,300,20.5565476190476,42757.619047619,556,19.6238021778584,40817.5085299455,708,55.3758827683616,151837.199858757,30,19,39520,40,12.5,26000,1149,346,1254,989,1096,950,1010,4698,528,395,1094.61917098446,1442.28421052632,1213.4481865285,394,705,922,334,15.9630541871921,17500,1526,258,37500,16.2385321100917
"MA","Massachusetts",NA,NA,"yes",NA,"yes",NA,NA,NA,"550; 100 anatomy, 45 kinesiology, 45 pathology, 300 massage theory/practice, 60 ethics/professionalism, 100 intern/hands on training",550,NA,NA,"yes","yes","yes","225",NA,NA,NA,"6 weeks","1",NA,NA,"yes","yes",NA,726,43.502238292011,51134.4474885845,537437.753424658,79835,"6902149","7.8","77.3","3.4","0.2","6.8","0.0","12.3",750,14.212,29560.96,758,46.4109498680739,96534.7757255937,695,42.5345323741007,88471.8273381295,661,24.3139183055976,50572.950075643,801,20.7233146067416,43104.4943820225,775,20.9551612903226,43586.735483871,"695",23.3863309352518,48643.5683453237,764,21.2351897905759,44169.1947643979,711,36.7842827004219,76511.3080168775,739,77.5357964895389,161274.456698241,835,48.3809341317365,91117.5994011976,718,21.0898328690808,56196.0655462185,448,36.7663656884876,76474.0406320542,786,64.8821564885496,134954.885496183,633,25.949836867863,53975.660685155,245,14.804347826087,30793.043478261,794,62.2934508816121,107189.103274559,424,34,70720,445,25.9493670886076,53974.6835443038,1542,1113,1512,1476,1500,1500,1521,3043,1598,241,3222.7264957265,5231.7032967033,4012.00213675214,863,1421,1302,656,27.5348652931854,53850.6097560976,1507,749,76551.8140043764,26.109479305741
"MD","Maryland",NA,NA,"yes","yes","yes","yes","yes","yes","600;",600,"yes",NA,"yes","yes","yes","300",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",710,45.9316901408451,60591.7004504505,207428.659574468,83242,"6042718","30.0","54.7","3.7","0.2","6.3","0.1","10.4",729,12.599451303155,26206.8587105624,762,50.8202099737533,105706.036745407,712,35.5012289325843,73842.5561797753,697,16.6154949784792,34560.2295552367,780,18.7506282051282,39001.3066666667,770,17.2779220779221,35938.077922078,"712",22.8637640449438,47556.6292134831,756,20.2619047619048,42144.761904762,761,31.5886990801577,65704.494086728,806,56.2931025071029,117089.653214774,835,51.4239520958084,99046.0245508982,726,20.8622451790634,62262.2272727273,654,41.8123088685015,86969.6024464831,778,61.3683083511777,127646.08137045,690,32.5920289855072,67791.420289855,541,17.6715542521994,36756.8328445748,769,36.0994798439532,109225.930429129,594,31.9288720538721,66412.053872054,568,30.139598540146,62690.3649635037,1462,1381,1478,1436,1458,1439,1470,3016,1753,375,1796.28415300546,2636.66363636364,2168.76912568306,841,1489,1343,780,21.9887820512821,55003.1442307692,1503,668,97058.3832335329,28.1414670658683
"ME","Maine",NA,NA,"yes",NA,NA,NA,NA,NA,"500; 120 anatomy/physiology/pathology, 100 clinical, and others in massage theory/practice, business, ethics, contraindications, etc.",500,"yes",NA,"yes","yes","yes","61",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",140,34.48,38500,301941.266666667,55602,"1338404","1.4","94.3","2.2","0.6","1.2","0.0","1.7",705,13.3936170212766,27858.7234042553,762,46.5793963254593,96885.1443569554,155,21.3548387096774,44418.064516129,552,13.7638554216867,28628.8192771083,781,18.5912291933419,38669.7567221511,687,17.9112081513828,37255.3129548762,"362",14.4088397790055,29970.3867403314,737,15.6968792401628,32649.5088195386,629,18.8680445151033,39245.5325914149,319,65.4575596816976,136151.724137931,817,32.250305997552,56773.4060283688,244,17.2224358974359,52500,59,NA,NA,660,42.5988505747126,88605.6091954022,205,17,35360,734,17.5780386740331,36562.3204419888,713,64.301332398317,180652.079242637,60,31,64480,35,NA,NA,986,251,1207,712,950,1009,1046,2921,562,23,1978.10526315789,2413.57142857143,2057.21052631579,175,368,473,298,16.510067114094,34340.9395973155,1506,245,81578.9473684211,18.5
"MI","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,"500; 200 massage practice/theory, 125 body systems/anatomy/kinesiology, 40 pathology, 6 ethics, 4 business, 40 intern",500,"yes",NA,"yes","yes","yes","95",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",756,35.8604497354497,53902.1978193146,107764.583333333,56697,"9995915","13.8","78.3","2.9","0.5","3.3","0.0","5.2",772,12.5105893782383,26022.0259067357,757,49.8005284015852,103585.099075297,538,26.1819887429644,54458.536585366,656,16.9885670731707,35336.2195121951,793,20.8348045397226,43336.393442623,768,15.1544596354167,31521.2760416667,"600",17.625,36660,759,16.6483201581028,34628.5059288538,731,37.0399110807114,77043.0150478797,606,65.7594524119947,136779.661016949,814,42.4556572481573,82667.2063882064,652,17.5360429447853,62678.0415944541,195,27.3333333333333,56853.3333333333,723,40.7938461538462,84851.2000000001,575,33.0730434782609,68791.9304347827,313,17.3819444444444,36154.4444444444,768,45.3109700520833,128613.675130208,338,21.5525525525526,44829.3093093094,240,45,93600,1601,1063,1515,1426,1499,1458,1433,3022,1130,256,1457.9837398374,1978.08780487805,1672.76422764228,444,1396,1377,564,24.4410460992908,49108.3218623482,1502,666,70305.5207986689,21.8123123123123
"MN","Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,39.2418664383562,70585.9226713533,252568.040816327,70315,"5611179","6.6","82.5","3.1","1.1","4.9","0.0","5.5",753,12.6939508632138,26403.4177954847,756,50.3928571428571,104817.142857143,525,25.2320388349515,52482.6407766991,610,15.8416666666667,32950.6666666667,808,18.9152227722772,39343.6633663366,751,20.5559387483356,42756.352596538,"607",21.0576606260297,43799.9341021418,759,20.0165283267457,41634.3789196311,765,25.8391764705882,53745.4870588235,645,64.9038461538462,135000,820,32.802,100718.630487805,591,36.1415566835871,51163.9928698752,523,32.3425925925926,67272.5925925926,636,41,85280,583,19.8383658969805,41263.8010657194,538,20.9171539961014,43507.6803118909,779,44.581514762516,146720.820924262,519,32.1349206349206,66840.6349206348,515,33.2588235294118,69178.3529411765,1542,1262,1415,1257,1302,1343,1328,2286,1165,239,1896.62393162393,2916.16748768473,2336.38247863248,461,1364,1257,653,29.2544141252006,51453.7617554859,1525,614,77116.0267111853,40.3094462540717
"MO","Missouri",NA,NA,"yes",NA,"yes","yes",NA,NA,"500; 300 hours are to be devoted to the theory and practice of massage therapy. At least 100 hours are to be in anatomy and physiology. The curriculum must also include 50 hours in the combined areas of business practice, hygiene, ethics, and Missouri massage law. Another 50 hours are to cover ancillary therapies; CPR training is included in this content strand.",500,"yes",NA,"yes","yes","yes","125",NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",572,31.2718531468531,43106.2874251497,143279.218181818,54478,"6126452","11.5","82.2","2.8","0.5","2.0","0.1","4.1",740,11.9299108469539,24814.2145616641,759,44.99604743083,93591.7786561264,472,46.1284796573876,95947.2376873662,519,14.2880539499037,29719.1522157997,801,18.0280149812734,37498.2711610487,738,16.7942073170732,34931.9512195123,"546",17.8388278388278,37104.7619047618,741,16.6252699055331,34580.5614035088,670,22.0223880597015,45806.5671641791,586,51.3299456807428,106766.287015945,813,28.390319803198,82388.9348093481,581,16.9165146299484,45652.2420634921,375,26.5689655172414,55263.4482758621,689,40.3786815068493,83987.6575342465,603,25.7616086235489,53584.1459369817,432,24.9863410596027,51971.5894039736,774,53.9501227390181,115647.096899225,273,16.7671232876712,34875.6164383561,210,15,31200,1417,698,1387,1218,1276,1271,1280,1502,1064,353,1276.54518950437,1928.35144927536,1515.12536443149,424,870,1312,474,24.1555907172996,40848.1012658228,1504,551,55000,21.1639042357274
"MS","Mississippi","Yes"," by endorsement","yes",NA,"yes",NA,NA,NA,"700; 600 academic, 100 clinic, The instructional hours are to be distributed as follows: Study of the human body is to comprise at least 200 hours. There must be at least 20 hours devoted to each of the following: anatomy, physiology, neurology, myology/ kinesiology, and pathology; pathology coursework is to include medical terminology. The other 100 hours of body systems study may be distributed among the required content areas in any manner. Massage therapy theory and practicum are together to comprise at least 200 hours. At least 100 of these hours are to consist of demonstration and supervised practice; demonstration and practice is to include client evaluation, draping, and range-of-motion as well as specific massage techniques identified by the Board, for example, kneading, stroking, percussion, vibration, and use of hand-held tools. At least 20 combined hours are to cover massage therapy history, indications, contraindications and benefits. Also included in this content area are 10 hours of study in legality and ethics; this is to include Mississippi massage therapy law. Allied modalities are to comprise at least 200 hours. The following content must be included: Eastern, Western, and European methods: 7 hours
Hydrotherapy and infrared heat: 25 hours
Healthcare referral: 20 hours
Charting and documentation: 10 hours
Cardiopulmonary resuscitation and first aid: 8 hours
The remaining hours may consist of additional coursework in the five content areas above or other massage therapy and wellness topics, for example, special populations, trigger points, safety, and communication.",700,"yes",NA,"yes","yes","yes","50","200",NA,1,NA,NA,NA,NA,NA,"yes","yes",160,31,48169.6428571429,81255.4230769231,51049,"2986530","38.0","58.1","1.5","0.4","0.9","0.0","2.9",628,10.6033041401274,22054.872611465,752,44.4281914893617,92410.6382978723,240,18.2439024390244,37947.3170731708,215,9.68947368421053,20154.1052631579,726,15.7875344352617,32838.0716253443,669,12.4601121076233,25917.0331838565,"221",15.0701357466063,31345.8823529411,672,12.4293154761905,25852.9761904762,658,17.8275075987842,37081.2158054711,298,64.9038461538462,135000,809,35.2284548825711,82978.2820689655,271,11.5933609958506,48564.8148148148,52,27.5,57200,618,NA,NA,290,17.4732142857143,36344.2857142857,332,18.9076655052265,39327.9442508711,650,62.7305692307692,161748.061538462,55,20,41600,40,20,41600,835,361,898,759,872,780,856,1403,301,162,927.471337579618,1132.56074766355,989.050955414013,331,455,792,328,16.8189102564103,45000,1436,187,84414.9659863946,21.1818181818182
"MT","Montana",NA,NA,"yes",NA,NA,NA,NA,NA,"500; 125 hours of instruction in body systems (anatomy, physiology, kinesiology); 200 hours of instruction in massage and bodywork theory, application, and assessment; 40 hours in pathology; ten hours in ethics and business (with no fewer than six hours in ethics).",500,"yes",NA,"yes","yes","yes","140",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",35,30.3571428571429,NA,240545.869565217,55328,"1062305","0.5","88.6","3.1","6.4","0.8","0.1","3.9",489,11.8234864300626,24592.8517745302,762,48.746719160105,101393.175853018,90,14,29120,75,13.6666666666667,28426.6666666667,664,18.1852409638554,37825.3012048192,462,13.242636761488,27544.684463895,"135",18.5740740740741,38634.0740740741,602,14.62073089701,30411.1202657808,439,15.4135990888383,32060.2861047837,156,64.9038461538462,135000,780,51.520532051282,114548.813852814,145,13.9827586206897,40000,25,NA,NA,262,47.9678837209302,99773.1981395348,32,9,18720,524,18.7830155642023,39068.6723735408,628,71.3605573248408,154918.686305732,20,NA,NA,30,NA,NA,662,253,828,253,369,569,341,2416,124,31,1428.88888888889,1908.07692307692,1532.77777777778,86,278,247,39,NA,NA,951,90,76000,27.225
"NC","North Carolina",NA,NA,"yes",NA,NA,NA,NA,NA,"500; The program must be at least 24 weeks in length. The curriculum must contain the following content at a minimum:
200 hours in fundamental theory and practice of massage and bodywork therapy. At least 100 hours of this must be in the application of hands-on methods. Also included in this 200-hour requirement is client assessment skills, indications and contraindications of treatment, body mechanics, draping procedures, infection control, and history of massage and bodywork. 100 hours of anatomy and physiology related to the practice of massage therapy, including instruction of common pathologies
15 hours of professional ethics and North Carolina laws and rules for the practice of massage and bodywork therapy
15 hours of business management practices
20 hours of psychological concepts including therapeutic relationships, and professional communication skills
150 hours in other related courses such as adjunct modalities, specific applications, additional hands-on techniques, or in-depth study of anatomy and physiology.
An official massage therapy school transcript must be submitted direct",500,"yes",NA,"yes","yes","yes","20","150","100",NA,NA,NA,"24/2 years. This includes a minimum of 3 hours of ethics. A maximum of 6 hours of distance learning and 8 hours of business management can be taken. ","2 years; every Dec 31st",NA,"yes","yes",691,37.2411360347323,69455.737704918,166565.931034483,53855,"10383620","21.4","68.4","2.9","1.2","3.0","0.1","9.6",702,11.5391381766382,24001.4074074075,768,59.3424479166667,123432.291666667,519,25.3215859030837,52668.8986784141,636,13.9748427672956,29067.6729559748,772,18.604164507772,38696.6621761658,750,19.0415466666667,39606.4170666667,"624",17.3653846153846,36120,737,15.6456919945726,32543.039348711,724,29.1426104972376,60616.6298342542,659,55.0687011205789,114542.898330804,843,36.7410735468565,76735.2330960854,605,15.9585123966942,37642.3337292162,412,21.1977611940299,44091.3432835822,727,55.3333333333333,115093.333333333,597,27.5653266331658,57335.8793969849,415,17.5408641975309,36484.9975308643,765,34.4239215686274,155810.114192496,311,22.5,46800,281,26.416015625,54945.3125,1449,486,1507,1282,1439,1394,1462,1522,744,765,1221.8544973545,1830.32137518685,1475.94841269841,343,824,1187,668,25.5547112462006,61880.5182370821,1506,667,53842.5759109312,15.9366566716642
"ND","North Dakota","Yes"," by endorsement","yes",NA,"yes","yes","yes",NA,"750; 505 supervised, 245 unsupervised; the 505 supervised: anatomy/physiology/kinesiology 150, pathology 40, clinic 175, massage theory 130, CPR/first aid 10, the 245 unsupervised: business 50, clinical 75, other massage modality courses 120",750,"Yes; and a state jurisprudence exam",NA,"yes","yes","yes","150",NA,"200",1,NA,NA,"24/2 years, with 10 online at most and the 14 remaining in class","2",NA,"yes","yes",30,24,NA,160193.5,63837,"760077","3.4","85.7","2.3","5.4","1.8","0.0","3.6",512,11.6187749003984,24167.0517928287,758,45.7341688654354,95127.0712401056,70,21.3333333333333,44373.3333333333,398,14.5878594249201,30342.7476038338,686,20.916333819242,43505.9743440234,466,15.1710284463895,31555.7391684902,"55",12.9444444444444,26924.4444444444,541,13.9217744916821,28957.2909426988,514,15.8054474708171,32875.3307392996,251,64.9038461538462,135000,792,44.3919255050505,108640.360479798,45,17.5,NA,NA,NA,NA,321,45.2738129496403,94169.5309352518,70,NA,NA,548,22.7020676691729,47220.3007518796,621,103.80346215781,153794.910899654,25,16.5,34320,NA,NA,NA,832,259,687,369,315,369,321,1013,136,177,1007.26785714286,1197.11818181818,1083.62202380952,110,275,259,67,10.25,46079.7156862745,981,124,68500,20.8185483870968
"NE","Nebraska","Yes"," by endorsement","yes",NA,NA,"yes","yes","yes","1000; The massage therapy student will need 100 hours in each of the following areas:
Anatomy
Physiology
Hygiene and Practical demonstration
Hydrotherapy
Pathology
Massage
Health service management",1000,"yes",NA,"yes","yes","yes","110",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",123,33.9918699186992,47500,192748.952380952,59566,"1929268","4.7","86.4","3.1","1.0","2.4","0.1","11.1",512,11.454423828125,23825.2015625,747,42.8668005354752,89162.9451137884,225,28.406862745098,59086.2745098038,164,12.2594339622642,25499.6226415095,744,18.5244892473118,38530.9376344085,481,14.3504424778761,29848.9203539823,"210",15.609756097561,32468.2926829269,683,13.7474377745242,28594.6705710103,525,15.5387596899225,32320.6201550388,261,64.9038461538462,135000,824,38.298015776699,88558.0583038869,173,14.2090773809524,39850,30,22.5,46800,313,32,66560,40,NA,NA,685,19.1113868613139,39751.6846715329,615,68.6307479674797,189704.239858907,145,NA,NA,80,30,62400,714,329,606,611,532,510,529,1820,319,197,1102.75916230366,1466.07594936709,1255.53664921466,170,365,451,115,20.9592105263158,40000,1015,227,50000,18.4976958525346
