"state","city","datePosted","personalAssistant_jobsPosted"
"MS","olive+branch",2020-06-25,1
"MS","olive+branch",2020-06-29,2
"MS","olive+branch",2020-07-06,1
"MS","olive+branch",2020-07-07,3
"MS","olive+branch",2020-07-10,1
"MS","olive+branch",2020-07-16,4
"MS","olive+branch",2020-07-17,1
"MS","olive+branch",2020-07-18,1
"MS","olive+branch",2020-07-21,2
"MS","olive+branch",2020-07-22,4
"MS","olive+branch",2020-07-23,2
"MS","olive+branch",2020-07-27,1
"MS","olive+branch",2020-07-28,8
"MS","olive+branch",2020-07-29,1
"MS","olive+branch",2020-07-30,3
"MS","olive+branch",2020-07-31,3
"MS","olive+branch",2020-08-02,3
"MS","olive+branch",2020-08-03,3
"MS","olive+branch",2020-08-04,1
"MS","olive+branch",2020-08-11,2
"MS","olive+branch",2020-08-12,2
"MS","olive+branch",2020-08-13,1
"MS","olive+branch",2020-08-14,1
"MS","southaven",2020-06-25,1
"MS","southaven",2020-06-29,2
"MS","southaven",2020-07-07,2
"MS","southaven",2020-07-10,1
"MS","southaven",2020-07-16,4
"MS","southaven",2020-07-17,1
"MS","southaven",2020-07-18,1
"MS","southaven",2020-07-21,2
"MS","southaven",2020-07-22,4
"MS","southaven",2020-07-23,2
"MS","southaven",2020-07-27,1
"MS","southaven",2020-07-28,8
"MS","southaven",2020-07-29,1
"MS","southaven",2020-07-30,3
"MS","southaven",2020-07-31,3
"MS","southaven",2020-08-02,3
"MS","southaven",2020-08-03,3
"MS","southaven",2020-08-04,1
"MS","southaven",2020-08-11,2
"MS","southaven",2020-08-12,2
"MS","southaven",2020-08-13,1
"MS","southaven",2020-08-14,1
"MS","tupelo",2020-07-11,1
"MS","tupelo",2020-07-31,1
"MS","tupelo",2020-08-10,1
"MT","anaconda-deer+lodge+county",2020-07-11,1
"MT","anaconda-deer+lodge+county",2020-07-23,1
"MT","anaconda-deer+lodge+county",2020-07-24,1
"MT","anaconda-deer+lodge+county",2020-07-31,1
"MT","anaconda-deer+lodge+county",2020-08-03,2
"MT","anaconda-deer+lodge+county",2020-08-04,1
"MT","anaconda-deer+lodge+county",2020-08-13,1
"MT","belgrade",2020-06-25,1
"MT","belgrade",2020-07-08,1
"MT","belgrade",2020-07-09,2
"MT","belgrade",2020-07-10,1
"MT","belgrade",2020-07-22,2
"MT","belgrade",2020-07-31,1
"MT","belgrade",2020-08-10,1
"MT","belgrade",2020-08-12,1
"MT","billings",2020-07-15,2
"MT","billings",2020-07-16,2
"MT","billings",2020-07-22,1
"MT","billings",2020-07-23,3
"MT","billings",2020-07-27,2
"MT","billings",2020-07-28,2
"MT","billings",2020-07-31,1
"MT","billings",2020-08-07,1
"MT","billings",2020-08-08,1
"MT","bozeman",2020-06-25,1
"MT","bozeman",2020-07-01,1
"MT","bozeman",2020-07-02,1
"MT","bozeman",2020-07-08,1
"MT","bozeman",2020-07-09,2
"MT","bozeman",2020-07-10,1
"MT","bozeman",2020-07-22,2
"MT","bozeman",2020-07-31,2
"MT","bozeman",2020-08-10,1
"MT","bozeman",2020-08-12,1
"MT","butte",2020-07-11,1
"MT","butte",2020-07-23,1
"MT","butte",2020-07-24,1
"MT","butte",2020-07-31,1
"MT","butte",2020-08-03,2
"MT","butte",2020-08-04,1
"MT","butte",2020-08-13,1
"MT","great+falls",2020-07-11,1
"MT","great+falls",2020-07-31,1
"MT","havre",2020-07-11,1
"MT","havre",2020-07-31,1
"MT","helena",2020-07-17,4
"MT","helena",2020-07-18,3
"MT","helena",2020-07-22,2
"MT","helena",2020-07-24,1
"MT","helena",2020-07-31,2
"MT","helena",2020-08-01,1
"MT","helena",2020-08-10,1
"MT","helena",2020-08-14,1
"MT","kalispell",2020-06-25,1
"MT","kalispell",2020-07-13,2
"MT","kalispell",2020-07-14,1
"MT","kalispell",2020-07-31,1
"MT","kalispell",2020-08-07,1
"MT","kalispell",2020-08-08,3
"MT","kalispell",2020-08-17,1
"MT","missoula",2020-06-25,1
"MT","missoula",2020-07-06,1
"MT","missoula",2020-07-07,2
"MT","missoula",2020-07-28,2
"MT","missoula",2020-07-31,3
"MT","missoula",2020-08-01,1
"MT","missoula",2020-08-07,1
"MT","missoula",2020-08-08,1
"MT","missoula",2020-08-10,1
"MT","missoula",2020-08-12,1
"MT","missoula",2020-08-14,1
"NC","cary",2020-06-23,1
"NC","cary",2020-06-27,2
"NC","cary",2020-06-30,1
"NC","cary",2020-07-01,1
"NC","cary",2020-07-06,4
"NC","cary",2020-07-07,2
"NC","cary",2020-07-08,1
"NC","cary",2020-07-09,3
"NC","cary",2020-07-10,2
"NC","cary",2020-07-11,3
"NC","cary",2020-07-14,6
"NC","cary",2020-07-15,8
"NC","cary",2020-07-16,1
"NC","cary",2020-07-17,2
"NC","cary",2020-07-18,2
"NC","cary",2020-07-20,4
"NC","cary",2020-07-21,5
"NC","cary",2020-07-22,2
"NC","cary",2020-07-23,2
"NC","cary",2020-07-24,3
"NC","cary",2020-07-25,1
"NC","cary",2020-07-28,3
"NC","cary",2020-07-30,2
"NC","cary",2020-07-31,4
"NC","cary",2020-08-01,3
"NC","cary",2020-08-03,2
"NC","cary",2020-08-04,3
"NC","cary",2020-08-05,4
"NC","cary",2020-08-06,2
"NC","cary",2020-08-07,3
"NC","cary",2020-08-08,1
"NC","cary",2020-08-09,1
"NC","cary",2020-08-10,3
"NC","cary",2020-08-11,1
"NC","cary",2020-08-12,2
"NC","cary",2020-08-13,3
"NC","cary",2020-08-14,1
"NC","cary",2020-08-17,2
"NC","charlotte",2020-06-23,1
"NC","charlotte",2020-06-29,1
"NC","charlotte",2020-06-30,2
"NC","charlotte",2020-07-01,1
"NC","charlotte",2020-07-02,1
"NC","charlotte",2020-07-06,1
"NC","charlotte",2020-07-07,4
"NC","charlotte",2020-07-08,5
"NC","charlotte",2020-07-09,2
"NC","charlotte",2020-07-11,3
"NC","charlotte",2020-07-13,2
"NC","charlotte",2020-07-14,6
"NC","charlotte",2020-07-15,2
"NC","charlotte",2020-07-19,3
"NC","charlotte",2020-07-20,5
"NC","charlotte",2020-07-21,4
"NC","charlotte",2020-07-22,1
"NC","charlotte",2020-07-23,1
"NC","charlotte",2020-07-24,4
"NC","charlotte",2020-07-25,2
"NC","charlotte",2020-07-27,1
"NC","charlotte",2020-07-28,2
"NC","charlotte",2020-07-29,2
"NC","charlotte",2020-07-30,6
"NC","charlotte",2020-07-31,3
"NC","charlotte",2020-08-01,1
"NC","charlotte",2020-08-02,2
"NC","charlotte",2020-08-03,5
"NC","charlotte",2020-08-04,2
"NC","charlotte",2020-08-05,4
"NC","charlotte",2020-08-06,4
"NC","charlotte",2020-08-07,3
"NC","charlotte",2020-08-10,1
"NC","charlotte",2020-08-11,1
"NC","charlotte",2020-08-14,2
"NC","charlotte",2020-08-17,3
"NC","concord",2020-06-29,1
"NC","concord",2020-06-30,2
"NC","concord",2020-07-01,1
"NC","concord",2020-07-02,1
"NC","concord",2020-07-07,4
"NC","concord",2020-07-08,5
"NC","concord",2020-07-09,1
"NC","concord",2020-07-10,1
"NC","concord",2020-07-11,2
"NC","concord",2020-07-13,2
"NC","concord",2020-07-14,6
"NC","concord",2020-07-15,2
"NC","concord",2020-07-20,4
"NC","concord",2020-07-21,4
"NC","concord",2020-07-22,1
"NC","concord",2020-07-23,1
"NC","concord",2020-07-24,4
"NC","concord",2020-07-25,2
"NC","concord",2020-07-27,1
"NC","concord",2020-07-28,3
"NC","concord",2020-07-29,2
"NC","concord",2020-07-30,7
"NC","concord",2020-07-31,3
"NC","concord",2020-08-01,2
"NC","concord",2020-08-02,2
"NC","concord",2020-08-03,3
"NC","concord",2020-08-04,1
"NC","concord",2020-08-05,1
"NC","concord",2020-08-06,2
"NC","concord",2020-08-07,3
"NC","concord",2020-08-10,1
"NC","concord",2020-08-11,1
"NC","concord",2020-08-14,2
"NC","concord",2020-08-17,1
"NC","durham",2020-06-23,1
"NC","durham",2020-06-27,2
"NC","durham",2020-06-30,1
"NC","durham",2020-07-01,1
"NC","durham",2020-07-06,3
"NC","durham",2020-07-07,3
"NC","durham",2020-07-08,1
"NC","durham",2020-07-09,3
"NC","durham",2020-07-10,1
"NC","durham",2020-07-11,2
"NC","durham",2020-07-14,7
"NC","durham",2020-07-15,9
"NC","durham",2020-07-17,4
"NC","durham",2020-07-18,3
"NC","durham",2020-07-20,3
"NC","durham",2020-07-21,4
"NC","durham",2020-07-22,2
"NC","durham",2020-07-23,2
"NC","durham",2020-07-24,2
"NC","durham",2020-07-25,1
"NC","durham",2020-07-28,3
"NC","durham",2020-07-30,2
"NC","durham",2020-07-31,4
"NC","durham",2020-08-01,4
"NC","durham",2020-08-03,2
"NC","durham",2020-08-04,3
"NC","durham",2020-08-05,5
"NC","durham",2020-08-06,2
"NC","durham",2020-08-07,2
"NC","durham",2020-08-08,2
"NC","durham",2020-08-09,1
"NC","durham",2020-08-10,3
"NC","durham",2020-08-11,1
"NC","durham",2020-08-12,2
"NC","durham",2020-08-13,3
"NC","durham",2020-08-17,1
"NC","fayetteville",2020-06-23,1
"NC","fayetteville",2020-06-24,1
"NC","fayetteville",2020-06-26,1
"NC","fayetteville",2020-07-09,1
"NC","fayetteville",2020-07-10,1
"NC","fayetteville",2020-07-11,2
"NC","fayetteville",2020-07-14,1
"NC","fayetteville",2020-07-31,1
"NC","fayetteville",2020-08-02,1
"NC","fayetteville",2020-08-03,1
"NC","fayetteville",2020-08-14,1
"NC","greensboro",2020-07-11,2
"NC","greensboro",2020-07-13,3
"NC","greensboro",2020-07-14,2
"NC","greensboro",2020-07-16,3
"NC","greensboro",2020-07-17,1
"NC","greensboro",2020-07-18,4
"NC","greensboro",2020-07-19,1
"NC","greensboro",2020-07-20,7
"NC","greensboro",2020-07-21,3
"NC","greensboro",2020-07-23,2
"NC","greensboro",2020-07-24,2
"NC","greensboro",2020-07-29,5
"NC","greensboro",2020-07-30,1
"NC","greensboro",2020-07-31,1
"NC","greensboro",2020-08-07,1
"NC","greensboro",2020-08-08,1
"NC","greensboro",2020-08-09,1
"NC","greensboro",2020-08-15,1
"NC","high+point",2020-06-28,1
"NC","high+point",2020-07-10,1
"NC","high+point",2020-07-11,1
"NC","high+point",2020-07-13,3
"NC","high+point",2020-07-14,2
"NC","high+point",2020-07-16,3
"NC","high+point",2020-07-17,1
"NC","high+point",2020-07-18,4
"NC","high+point",2020-07-19,1
"NC","high+point",2020-07-20,7
"NC","high+point",2020-07-21,3
"NC","high+point",2020-07-23,2
"NC","high+point",2020-07-24,2
"NC","high+point",2020-07-29,5
"NC","high+point",2020-07-30,3
"NC","high+point",2020-07-31,6
"NC","high+point",2020-08-08,1
"NC","high+point",2020-08-09,1
"NC","high+point",2020-08-14,1
"NC","raleigh",2020-06-23,1
"NC","raleigh",2020-06-27,2
"NC","raleigh",2020-06-29,1
"NC","raleigh",2020-06-30,2
"NC","raleigh",2020-07-01,1
"NC","raleigh",2020-07-06,2
"NC","raleigh",2020-07-07,2
"NC","raleigh",2020-07-08,1
"NC","raleigh",2020-07-09,3
"NC","raleigh",2020-07-10,2
"NC","raleigh",2020-07-11,3
"NC","raleigh",2020-07-14,6
"NC","raleigh",2020-07-15,9
"NC","raleigh",2020-07-16,1
"NC","raleigh",2020-07-17,2
"NC","raleigh",2020-07-18,2
"NC","raleigh",2020-07-20,3
"NC","raleigh",2020-07-21,5
"NC","raleigh",2020-07-22,1
"NC","raleigh",2020-07-23,2
"NC","raleigh",2020-07-24,2
"NC","raleigh",2020-07-25,1
"NC","raleigh",2020-07-28,3
"NC","raleigh",2020-07-30,1
"NC","raleigh",2020-07-31,4
"NC","raleigh",2020-08-01,4
"NC","raleigh",2020-08-04,2
"NC","raleigh",2020-08-05,3
"NC","raleigh",2020-08-06,1
"NC","raleigh",2020-08-07,3
"NC","raleigh",2020-08-08,2
"NC","raleigh",2020-08-09,1
"NC","raleigh",2020-08-10,3
"NC","raleigh",2020-08-11,2
"NC","raleigh",2020-08-12,3
"NC","raleigh",2020-08-13,3
"NC","raleigh",2020-08-14,1
"NC","raleigh",2020-08-17,2
"NC","wilmington",2020-06-30,3
"NC","wilmington",2020-07-01,1
"NC","wilmington",2020-07-07,3
"NC","wilmington",2020-07-14,2
"NC","wilmington",2020-07-16,3
"NC","wilmington",2020-07-17,1
"NC","wilmington",2020-07-18,2
"NC","wilmington",2020-07-19,2
"NC","wilmington",2020-07-22,2
"NC","wilmington",2020-07-23,2
"NC","wilmington",2020-07-27,1
"NC","wilmington",2020-07-28,3
"NC","wilmington",2020-07-29,3
"NC","wilmington",2020-07-31,1
"NC","wilmington",2020-08-01,3
"NC","wilmington",2020-08-05,2
"NC","wilmington",2020-08-06,2
"NC","wilmington",2020-08-10,2
"NC","wilmington",2020-08-12,1
"NC","wilmington",2020-08-14,1
"NC","wilmington",2020-08-17,3
"NC","winston-salem",2020-06-28,1
"NC","winston-salem",2020-07-10,1
"NC","winston-salem",2020-07-13,3
"NC","winston-salem",2020-07-14,2
"NC","winston-salem",2020-07-16,3
"NC","winston-salem",2020-07-17,1
"NC","winston-salem",2020-07-18,4
"NC","winston-salem",2020-07-19,1
"NC","winston-salem",2020-07-20,4
"NC","winston-salem",2020-07-21,2
"NC","winston-salem",2020-07-23,2
"NC","winston-salem",2020-07-24,2
"NC","winston-salem",2020-07-29,2
"NC","winston-salem",2020-07-30,2
"NC","winston-salem",2020-07-31,6
"NC","winston-salem",2020-08-08,1
"NC","winston-salem",2020-08-14,1
"ND","bismarck",2020-07-14,1
"ND","bismarck",2020-07-20,3
"ND","bismarck",2020-07-24,1
"ND","bismarck",2020-07-31,1
"ND","bismarck",2020-08-07,1
"ND","bismarck",2020-08-08,1
"ND","bismarck",2020-08-11,1
"ND","dickinson",2020-07-11,1
"ND","dickinson",2020-07-14,1
"ND","dickinson",2020-07-31,1
"ND","fargo",2020-06-25,1
"ND","fargo",2020-07-14,1
"ND","fargo",2020-07-16,3
"ND","fargo",2020-07-17,2
"ND","fargo",2020-07-18,1
"ND","fargo",2020-07-31,1
"ND","fargo",2020-08-03,2
"ND","fargo",2020-08-04,1
"ND","fargo",2020-08-13,1
"ND","grand+forks",2020-07-11,1
"ND","grand+forks",2020-07-14,1
"ND","grand+forks",2020-07-31,1
"ND","jamestown",2020-07-11,1
"ND","jamestown",2020-07-14,1
"ND","jamestown",2020-07-31,1
"ND","mandan",2020-07-11,1
"ND","mandan",2020-07-14,1
"ND","mandan",2020-07-20,3
"ND","mandan",2020-07-24,1
"ND","mandan",2020-07-31,1
"ND","mandan",2020-08-07,1
"ND","mandan",2020-08-08,1
"ND","mandan",2020-08-11,1
"ND","minot",2020-07-11,1
"ND","minot",2020-07-14,1
"ND","minot",2020-07-31,1
"ND","wahpeton",2020-07-11,1
"ND","wahpeton",2020-07-14,1
"ND","wahpeton",2020-07-16,1
"ND","wahpeton",2020-07-17,1
"ND","wahpeton",2020-07-18,1
"ND","wahpeton",2020-07-31,1
"ND","wahpeton",2020-08-03,1
"ND","wahpeton",2020-08-04,1
"ND","wahpeton",2020-08-13,2
"ND","west+fargo",2020-06-25,1
"ND","west+fargo",2020-07-14,1
"ND","west+fargo",2020-07-16,3
"ND","west+fargo",2020-07-17,2
"ND","west+fargo",2020-07-18,1
"ND","west+fargo",2020-07-31,1
"ND","west+fargo",2020-08-03,2
"ND","west+fargo",2020-08-04,1
"ND","west+fargo",2020-08-13,1
"ND","williston",2020-07-08,1
"ND","williston",2020-07-11,1
"ND","williston",2020-07-14,1
"ND","williston",2020-07-31,1
"NE","bellevue",2020-07-02,1
"NE","bellevue",2020-07-03,1
"NE","bellevue",2020-07-07,1
"NE","bellevue",2020-07-08,2
"NE","bellevue",2020-07-09,1
"NE","bellevue",2020-07-10,1
"NE","bellevue",2020-07-15,3
"NE","bellevue",2020-07-16,1
"NE","bellevue",2020-07-20,2
"NE","bellevue",2020-07-21,1
"NE","bellevue",2020-07-22,2
"NE","bellevue",2020-07-23,5
"NE","bellevue",2020-07-24,2
"NE","bellevue",2020-07-25,1
"NE","bellevue",2020-07-28,4
"NE","bellevue",2020-07-29,1
"NE","bellevue",2020-07-30,1
"NE","bellevue",2020-07-31,1
"NE","bellevue",2020-08-05,1
"NE","bellevue",2020-08-06,1
"NE","bellevue",2020-08-07,1
"NE","bellevue",2020-08-17,2
"NE","columbus",2020-07-11,1
"NE","columbus",2020-07-31,1
"NE","columbus",2020-08-11,1
"NE","columbus",2020-08-13,1
"NE","fremont",2020-07-02,1
"NE","fremont",2020-07-03,1
"NE","fremont",2020-07-07,1
"NE","fremont",2020-07-08,2
"NE","fremont",2020-07-09,1
"NE","fremont",2020-07-10,1
"NE","fremont",2020-07-15,3
"NE","fremont",2020-07-16,1
"NE","fremont",2020-07-23,2
"NE","fremont",2020-07-24,2
"NE","fremont",2020-07-25,1
"NE","fremont",2020-07-28,1
"NE","fremont",2020-07-31,1
"NE","fremont",2020-08-06,1
"NE","fremont",2020-08-13,1
"NE","fremont",2020-08-17,1
"NE","grand+island",2020-06-25,1
"NE","grand+island",2020-07-16,1
"NE","grand+island",2020-07-17,1
"NE","grand+island",2020-07-23,2
"NE","grand+island",2020-07-24,2
"NE","grand+island",2020-07-31,3
"NE","grand+island",2020-08-11,1
"NE","hastings",2020-06-25,1
"NE","hastings",2020-07-16,1
"NE","hastings",2020-07-17,1
"NE","hastings",2020-07-23,2
"NE","hastings",2020-07-24,2
"NE","hastings",2020-07-31,3
"NE","kearney",2020-07-11,1
"NE","kearney",2020-07-17,1
"NE","kearney",2020-07-23,1
"NE","kearney",2020-07-24,1
"NE","kearney",2020-07-31,1
"NE","lincoln",2020-07-07,2
"NE","lincoln",2020-07-08,1
"NE","lincoln",2020-07-16,1
"NE","lincoln",2020-07-17,1
"NE","lincoln",2020-07-22,3
"NE","lincoln",2020-07-23,1
"NE","lincoln",2020-07-27,2
"NE","lincoln",2020-07-28,3
"NE","lincoln",2020-07-29,4
"NE","lincoln",2020-07-31,1
"NE","lincoln",2020-08-10,1
"NE","lincoln",2020-08-13,2
"NE","lincoln",2020-08-14,1
"NE","norfolk",2020-07-11,1
"NE","norfolk",2020-07-31,1
"NE","norfolk",2020-08-05,1
"NE","north+platte",2020-07-11,1
"NE","north+platte",2020-07-31,1
"NE","north+platte",2020-08-13,1
"NE","omaha",2020-07-02,1
"NE","omaha",2020-07-03,1
"NE","omaha",2020-07-07,1
"NE","omaha",2020-07-08,2
"NE","omaha",2020-07-09,1
"NE","omaha",2020-07-10,1
"NE","omaha",2020-07-15,3
"NE","omaha",2020-07-16,1
"NE","omaha",2020-07-20,2
"NE","omaha",2020-07-21,1
"NE","omaha",2020-07-22,2
"NE","omaha",2020-07-23,5
"NE","omaha",2020-07-24,2
"NE","omaha",2020-07-25,1
"NE","omaha",2020-07-28,4
"NE","omaha",2020-07-29,1
"NE","omaha",2020-07-30,1
"NE","omaha",2020-07-31,1
"NE","omaha",2020-08-05,1
"NE","omaha",2020-08-06,1
"NE","omaha",2020-08-07,1
"NE","omaha",2020-08-17,2
"NH","concord",2020-07-04,1
"NH","concord",2020-07-05,1
"NH","concord",2020-07-08,2
"NH","concord",2020-07-09,1
"NH","concord",2020-07-14,2
"NH","concord",2020-07-15,1
"NH","concord",2020-07-16,2
"NH","concord",2020-07-17,2
"NH","concord",2020-07-22,1
"NH","concord",2020-07-23,2
"NH","concord",2020-07-29,2
"NH","concord",2020-07-30,1
"NH","concord",2020-07-31,1
"NH","concord",2020-08-06,1
"NH","concord",2020-08-07,1
"NH","concord",2020-08-12,1
"NH","derry",2020-06-24,1
"NH","derry",2020-07-06,3
"NH","derry",2020-07-08,2
"NH","derry",2020-07-09,2
"NH","derry",2020-07-10,1
"NH","derry",2020-07-11,1
"NH","derry",2020-07-13,2
"NH","derry",2020-07-14,5
"NH","derry",2020-07-15,3
"NH","derry",2020-07-16,5
"NH","derry",2020-07-17,2
"NH","derry",2020-07-20,5
"NH","derry",2020-07-21,4
"NH","derry",2020-07-23,1
"NH","derry",2020-07-24,3
"NH","derry",2020-07-25,3
"NH","derry",2020-07-29,7
"NH","derry",2020-07-30,2
"NH","derry",2020-07-31,1
"NH","derry",2020-08-02,3
"NH","derry",2020-08-05,1
"NH","derry",2020-08-06,2
"NH","derry",2020-08-07,1
"NH","derry",2020-08-11,1
"NH","derry",2020-08-12,3
"NH","derry",2020-08-13,1
"NH","dover",2020-06-23,1
"NH","dover",2020-06-26,1
"NH","dover",2020-07-06,3
"NH","dover",2020-07-13,1
"NH","dover",2020-07-14,6
"NH","dover",2020-07-15,2
"NH","dover",2020-07-16,1
"NH","dover",2020-07-29,2
"NH","dover",2020-07-30,1
"NH","dover",2020-07-31,1
"NH","dover",2020-08-04,2
"NH","dover",2020-08-11,2
"NH","keene",2020-07-08,2
"NH","keene",2020-07-14,1
"NH","keene",2020-07-21,2
"NH","keene",2020-07-22,2
"NH","keene",2020-07-30,2
"NH","keene",2020-07-31,1
"NH","keene",2020-08-12,1
"NH","laconia",2020-07-04,1
"NH","laconia",2020-07-05,1
"NH","laconia",2020-07-14,1
"NH","laconia",2020-07-16,2
"NH","laconia",2020-07-17,3
"NH","laconia",2020-07-22,1
"NH","laconia",2020-07-23,2
"NH","laconia",2020-07-29,2
"NH","laconia",2020-07-30,1
"NH","laconia",2020-07-31,1
"NH","laconia",2020-08-03,1
"NH","laconia",2020-08-04,1
"NH","laconia",2020-08-06,1
"NH","laconia",2020-08-07,1
"NH","laconia",2020-08-10,1
"NH","laconia",2020-08-12,1
"NH","lebanon",2020-07-01,1
"NH","lebanon",2020-07-02,1
"NH","lebanon",2020-07-11,1
"NH","lebanon",2020-07-14,3
"NH","lebanon",2020-07-15,1
"NH","lebanon",2020-07-25,2
"NH","lebanon",2020-07-26,2
"NH","lebanon",2020-07-28,2
"NH","lebanon",2020-07-29,1
"NH","lebanon",2020-07-31,1
"NH","lebanon",2020-08-06,2
"NH","lebanon",2020-08-11,1
"NH","lebanon",2020-08-17,2
"NH","manchester",2020-07-06,3
"NH","manchester",2020-07-08,2
"NH","manchester",2020-07-09,1
"NH","manchester",2020-07-11,1
"NH","manchester",2020-07-13,2
"NH","manchester",2020-07-14,5
"NH","manchester",2020-07-15,3
"NH","manchester",2020-07-16,4
"NH","manchester",2020-07-17,2
"NH","manchester",2020-07-24,2
"NH","manchester",2020-07-25,2
"NH","manchester",2020-07-29,3
"NH","manchester",2020-07-30,1
"NH","manchester",2020-07-31,1
"NH","manchester",2020-08-06,1
"NH","manchester",2020-08-07,1
"NH","manchester",2020-08-12,1
"NH","manchester",2020-08-13,1
"NH","nashua",2020-06-24,1
"NH","nashua",2020-07-01,1
"NH","nashua",2020-07-06,3
"NH","nashua",2020-07-08,2
"NH","nashua",2020-07-09,4
"NH","nashua",2020-07-10,1
"NH","nashua",2020-07-11,1
"NH","nashua",2020-07-13,2
"NH","nashua",2020-07-14,5
"NH","nashua",2020-07-15,6
"NH","nashua",2020-07-16,4
"NH","nashua",2020-07-20,5
"NH","nashua",2020-07-21,4
"NH","nashua",2020-07-22,3
"NH","nashua",2020-07-23,2
"NH","nashua",2020-07-24,4
"NH","nashua",2020-07-25,3
"NH","nashua",2020-07-29,3
"NH","nashua",2020-07-30,1
"NH","nashua",2020-07-31,1
"NH","nashua",2020-08-01,1
"NH","nashua",2020-08-02,4
"NH","nashua",2020-08-03,2
"NH","nashua",2020-08-04,1
"NH","nashua",2020-08-05,2
"NH","nashua",2020-08-06,1
"NH","nashua",2020-08-07,1
"NH","nashua",2020-08-12,3
"NH","nashua",2020-08-13,1
"NH","portsmouth",2020-06-23,1
"NH","portsmouth",2020-06-26,1
"NH","portsmouth",2020-07-06,3
"NH","portsmouth",2020-07-10,1
"NH","portsmouth",2020-07-13,1
"NH","portsmouth",2020-07-14,6
"NH","portsmouth",2020-07-15,2
"NH","portsmouth",2020-07-16,1
"NH","portsmouth",2020-07-29,3
"NH","portsmouth",2020-07-30,1
"NH","portsmouth",2020-07-31,1
"NH","portsmouth",2020-08-04,2
"NH","portsmouth",2020-08-11,2
"NH","rochester",2020-06-23,1
"NH","rochester",2020-06-26,1
"NH","rochester",2020-07-06,3
"NH","rochester",2020-07-11,1
"NH","rochester",2020-07-13,1
"NH","rochester",2020-07-14,6
"NH","rochester",2020-07-15,2
"NH","rochester",2020-07-16,1
"NH","rochester",2020-07-17,1
"NH","rochester",2020-07-29,2
"NH","rochester",2020-07-30,1
"NH","rochester",2020-07-31,1
"NH","rochester",2020-08-04,2
"NH","rochester",2020-08-11,2
"NJ","camden",2020-06-23,1
"NJ","camden",2020-06-24,1
"NJ","camden",2020-06-27,1
"NJ","camden",2020-07-01,4
"NJ","camden",2020-07-02,3
"NJ","camden",2020-07-03,2
"NJ","camden",2020-07-04,1
"NJ","camden",2020-07-06,1
"NJ","camden",2020-07-07,4
"NJ","camden",2020-07-08,6
"NJ","camden",2020-07-09,6
"NJ","camden",2020-07-10,2
"NJ","camden",2020-07-11,2
"NJ","camden",2020-07-13,4
"NJ","camden",2020-07-14,14
"NJ","camden",2020-07-15,9
"NJ","camden",2020-07-16,11
"NJ","camden",2020-07-17,8
"NJ","camden",2020-07-18,4
"NJ","camden",2020-07-20,9
"NJ","camden",2020-07-21,9
"NJ","camden",2020-07-22,11
"NJ","camden",2020-07-23,9
"NJ","camden",2020-07-24,9
"NJ","camden",2020-07-25,9
"NJ","camden",2020-07-26,1
"NJ","camden",2020-07-27,3
"NJ","camden",2020-07-28,6
"NJ","camden",2020-07-29,1
"NJ","camden",2020-07-30,4
"NJ","camden",2020-07-31,2
"NJ","camden",2020-08-01,1
"NJ","camden",2020-08-02,3
"NJ","camden",2020-08-03,1
"NJ","camden",2020-08-04,5
"NJ","camden",2020-08-05,1
"NJ","camden",2020-08-06,4
"NJ","camden",2020-08-07,2
"NJ","camden",2020-08-10,3
"NJ","camden",2020-08-11,2
"NJ","camden",2020-08-12,2
"NJ","camden",2020-08-13,4
"NJ","camden",2020-08-14,1
"NJ","camden",2020-08-16,1
"NJ","camden",2020-08-17,3
"NJ","clifton",2020-06-22,1
"NJ","clifton",2020-06-24,3
"NJ","clifton",2020-06-28,2
"NJ","clifton",2020-06-29,2
"NJ","clifton",2020-06-30,2
"NJ","clifton",2020-07-01,2
"NJ","clifton",2020-07-05,3
"NJ","clifton",2020-07-06,3
"NJ","clifton",2020-07-07,5
"NJ","clifton",2020-07-08,2
"NJ","clifton",2020-07-09,5
"NJ","clifton",2020-07-10,4
"NJ","clifton",2020-07-13,4
"NJ","clifton",2020-07-14,4
"NJ","clifton",2020-07-15,2
"NJ","clifton",2020-07-16,6
"NJ","clifton",2020-07-17,7
"NJ","clifton",2020-07-18,3
"NJ","clifton",2020-07-19,4
"NJ","clifton",2020-07-20,9
"NJ","clifton",2020-07-21,3
"NJ","clifton",2020-07-22,10
"NJ","clifton",2020-07-23,7
"NJ","clifton",2020-07-24,11
"NJ","clifton",2020-07-25,5
"NJ","clifton",2020-07-26,2
"NJ","clifton",2020-07-27,6
"NJ","clifton",2020-07-28,8
"NJ","clifton",2020-07-29,3
"NJ","clifton",2020-07-30,3
"NJ","clifton",2020-07-31,10
"NJ","clifton",2020-08-01,3
"NJ","clifton",2020-08-02,3
"NJ","clifton",2020-08-03,4
"NJ","clifton",2020-08-04,6
"NJ","clifton",2020-08-05,7
"NJ","clifton",2020-08-06,6
"NJ","clifton",2020-08-07,6
"NJ","clifton",2020-08-08,4
"NJ","clifton",2020-08-09,1
"NJ","clifton",2020-08-10,2
"NJ","clifton",2020-08-12,2
"NJ","clifton",2020-08-13,1
"NJ","clifton",2020-08-14,3
"NJ","clifton",2020-08-16,2
"NJ","clifton",2020-08-17,8
"NJ","elizabeth",2020-06-22,3
"NJ","elizabeth",2020-06-23,1
